EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2008;13102;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;84072320
2008;14113;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;662161970
2008;19101;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;21927006610
2008;19102;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;508780000
2008;22102;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;1495825070
2008;60001;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;104615490000
2008;98001;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;90752750000
2008;98001;10;;;Sobre la renta;89681000000
2008;98001;100;;;De las personas físicas;43260000000
2008;98001;100;;00;Impuesto sobre la Renta de las Personas Físicas;43413013000
2008;98001;100;;99;Asignacion tributaria a la Iglesia Catolica;-153013000
2008;98001;101;;;De sociedades;44420000000
2008;98001;101;;00;Impuesto sobre Sociedades;44420000000
2008;98001;102;;;De no residentes;2001000000
2008;98001;102;;00;Impuesto sobre la Renta de no residentes;2001000000
2008;98001;11;;;Sobre el capital;84000000
2008;98001;119;;;Otros impuestos sobre el capital;84000000
2008;98001;119;;00;Impuesto General sobre Sucesiones y Donaciones.;38000000
2008;98001;119;;01;Impuesto sobre el Patrimonio;46000000
2008;13102;12;;;Cotizaciones sociales;84072320
2008;14113;12;;;Cotizaciones sociales;662161970
2008;19101;12;;;Cotizaciones sociales;21927006610
2008;19102;12;;;Cotizaciones sociales;508780000
2008;22102;12;;;Cotizaciones sociales;1495825070
2008;60001;12;;;Cotizaciones sociales;104615490000
2008;98001;12;;;Cotizaciones sociales;986750000
2008;13102;120;;;Cotizaciones de los regímenes especiales de funcionarios;84072320
2008;14113;120;;;Cotizaciones de los regímenes especiales de funcionarios;662161970
2008;22102;120;;;Cotizaciones de los regímenes especiales de funcionarios;1495825070
2008;98001;120;;;Cotizaciones de los regímenes especiales de funcionarios;986750000
2008;98001;120;;00;Cuotas de Derechos Pasivos;986750000
2008;13102;120;;01;Cuotas de funcionarios a Mutualidades;20418730
2008;14113;120;;01;Cuotas de funcionarios a Mutualidades;96554090
2008;22102;120;;01;Cuotas de funcionarios a Mutualidades;334864110
2008;13102;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;63576590
2008;14113;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;565607880
2008;22102;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;1160960960
2008;13102;120;;03;Cuotas sociales Mutualidad Benéfica de Funcionarios de la Justicia Municipal;24000
2008;13102;120;;04;Cuotas sociales de Previsión de Funcionarios de la Administración de Justicia;24000
2008;13102;120;;05;Cuotas sociales Mutualidad Benéfica de Funcionarios del Cuerpo Auxiliar de la Administración de Justicia;29000
2008;60001;121;;;Cotizaciones del Regimen General;76528980000
2008;60001;122;;;Cotizaciones del R.E.T. Autonomos;10561260000
2008;60001;123;;;Cotizaciones R.E. Agrario;950930000
2008;60001;124;;;Cotizaciones R.E. Trabajadores del Mar;296350000
2008;60001;125;;;Cotizaciones R.E. Mineria del Carbon;203890000
2008;60001;126;;;Cotizaciones del R.E. Empleados de Hogar;461970000
2008;60001;127;;;Cotizaciones de acctes. trabajo y e. p.;8029750000
2008;60001;128;;;Cotizaciones de desempleados;7582360000
2008;19101;129;;;Otras cotizaciones;21927006610
2008;19102;129;;;Otras cotizaciones;508780000
2008;19101;129;;00;Cuota de desempleo;19952006610
2008;19101;129;;01;Cuota de formación profesional;1975000000
2008;19102;129;;02;Cuotas empresariales al Fondo de Garantía Salarial;508780000
2008;98001;19;;;Otros impuestos directos;1000000
2008;98001;191;;;Otros impuestos directos;1000000
2008;98001;2;;;IMPUESTOS INDIRECTOS;53363000000
2008;98001;21;;;Sobre el Valor Añadido;38205000000
2008;98001;210;;;Impuesto sobre el Valor Añadido;38205000000
2008;98001;210;;00;IVA sobre importaciones;10311000000
2008;98001;210;;01;IVA sobre operaciones interiores;27894000000
2008;98001;22;;;Sobre consumos específicos;11661000000
2008;98001;220;;;Impuestos especiales;11661000000
2008;98001;220;;00;Sobre el alcohol y bebidas derivadas;644000000
2008;98001;220;;01;Sobre cerveza;179000000
2008;98001;220;;03;Sobre labores de tabaco;4154000000
2008;98001;220;;04;Sobre hidrocarburos;6657000000
2008;98001;220;;06;Sobre productos intermedios;14000000
2008;98001;220;;07;Sobre la electricidad;13000000
2008;98001;23;;;Sobre tráfico exterior;1896000000
2008;98001;230;;;Derechos de aduana y exacciones de efecto equivalente establecidos para la importación o exportación de mercancías;1849000000
2008;98001;231;;;Exacciones reguladoras y otros gravámenes agrícolas;47000000
2008;98001;28;;;Otros impuestos indirectos;1601000000
2008;98001;280;;;Cotización, producción y almacenamiento de azúcar e isoglucosa;8000000
2008;98001;281;;;Impuesto sobre las Primas de Seguros;1577000000
2008;98001;282;;;Sobre transmisiones patrimoniales intervivos;12000000
2008;98001;283;;;Sobre Actos Jurídicos Documentados;1000000
2008;98001;289;;;Otros impuestos indirectos;3000000
2008;12103;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;2656210
2008;13101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;150000
2008;13102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;10650
2008;13301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;8500000
2008;14104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;2115000
2008;14107;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;255000
2008;14111;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;760250
2008;14113;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;6760000
2008;14204;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;9000
2008;14206;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;300000
2008;14301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;129230
2008;15101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;290320
2008;15103;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;4350000
2008;15104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;10656290
2008;15105;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;6340110
2008;15202;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;131910
2008;15302;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;33029000
2008;15303;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;730000
2008;16101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;919842230
2008;17238;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;3261100
2008;18101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;747450
2008;18137;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;3939210
2008;18201;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;6010
2008;18202;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;182250
2008;18204;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;590510
2008;18205;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;42000
2008;18206;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;509450
2008;19101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;275871890
2008;19102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;22466500
2008;19104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;855000
2008;19105;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;216930
2008;19106;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;91980
2008;19107;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;3240
2008;19201;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;769840
2008;19301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;35800
2008;20102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;50209550
2008;20207;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;1004000
2008;20208;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;1200000
2008;20301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;8725560
2008;20302;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;39334340
2008;21207;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;72120
2008;21208;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;18030
2008;21211;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;1979610
2008;22101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;1356420
2008;22102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;661110
2008;22401;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;112020
2008;23101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;186600
2008;23225;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;8957800
2008;23226;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;14898000
2008;23228;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;12122330
2008;23229;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;5008920
2008;23230;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;13400000
2008;23232;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;5022240
2008;23233;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;30404650
2008;23234;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;12962840
2008;23236;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;2572000
2008;24101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;1718000
2008;24102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;489000
2008;24103;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;15000
2008;24104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;3986440
2008;24201;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;1214000
2008;24301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;7585000
2008;25101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;320000
2008;25102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;490000
2008;25103;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;12888000
2008;25201;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;66909000
2008;26102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;20000
2008;26103;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;38653940
2008;26104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;102000
2008;26203;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;1500000
2008;60001;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;650944380
2008;98001;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;2779550000
2008;15103;30;;;Tasas;4000000
2008;15104;30;;;Tasas;10146290
2008;15303;30;;;Tasas;730000
2008;16101;30;;;Tasas;559187200
2008;20102;30;;;Tasas;49372550
2008;20207;30;;;Tasas;15000
2008;20302;30;;;Tasas;37907850
2008;23225;30;;;Tasas;7027800
2008;23226;30;;;Tasas;12070000
2008;23228;30;;;Tasas;6798520
2008;23229;30;;;Tasas;4387640
2008;23230;30;;;Tasas;13000000
2008;23232;30;;;Tasas;2786240
2008;23233;30;;;Tasas;28921650
2008;23234;30;;;Tasas;9706000
2008;23236;30;;;Tasas;2538000
2008;24101;30;;;Tasas;1065000
2008;24102;30;;;Tasas;20000
2008;24104;30;;;Tasas;700000
2008;24201;30;;;Tasas;1106000
2008;24301;30;;;Tasas;329000
2008;25103;30;;;Tasas;2000
2008;25201;30;;;Tasas;62300000
2008;26103;30;;;Tasas;38653940
