EJERCICIO;GASTO/INGRESO;CAPITULO;ARTICULO;CONCEPTO;SUBCONCEPTO;DESCRIPCION CORTA;DESCRIPCION LARGA
2012;G;1;;;;;Gastos de personal
2012;G;1;10;;;;Altos cargos
2012;G;1;10;100;;;Retribuciones básicas y otras remuneraciones
2012;G;1;10;101/02002;;;Asignación Constitucional Señores Diputados
2012;G;1;10;101/02003;;;Asignación Constitucional Señores Senadores
2012;G;1;10;101/02005;;;Retribuciones básicas y otras remuneraciones de Altos Cargos
2012;G;1;10;107;;;Contribuciones a planes de pensiones
2012;G;1;11;;;;Personal eventual
2012;G;1;11;110;;;Retribuciones básicas y otras remuneraciones
2012;G;1;11;111;;;Personal eventual de las Cortes
2012;G;1;12;;;;Funcionarios
2012;G;1;12;120;;;Retribuciones básicas
2012;G;1;12;121;;;Retribuciones complementarias
2012;G;1;12;122;;;Retribuciones en especie
2012;G;1;12;123;;;Indemnizaciones percibidas por destino en el extranjero
2012;G;1;12;124;;;Retribuciones de funcionarios en prácticas
2012;G;1;12;125/02001;;;Retribuciones básicas y complementarias de Funcionarios de las Cortes
2012;G;1;12;125/02002;;;Retribuciones básicas y complementarias de Funcionarios de las Cortes
2012;G;1;12;125/02005;;;Retribuciones básicas y complementarias de Funcionarios de las Cortes
2012;G;1;12;125/13002;;;Para retribuir al personal sustituto de la Administración de Justicia
2012;G;1;12;125/13003;;;Para retribuir al personal sustituto de la Administración de Justicia
2012;G;1;12;125/13005;;;Para retribuir al personal sustituto de la Administración de Justicia
2012;G;1;12;126;;;Retribuciones básicas y complementarias del CNI
2012;G;1;12;127;;;Contribuciones a planes de pensiones
2012;G;1;12;128;;;Gastos originados por participación de las Fuerzas Armadas en operaciones de mantenimiento de la paz
2012;G;1;13;;;;Laborales
2012;G;1;13;130;;;Laboral fijo
2012;G;1;13;131;;;Laboral eventual
2012;G;1;13;133;;;Laboral en el extranjero
2012;G;1;13;135/02002;;;Retribuciones del personal laboral de las Cortes
2012;G;1;13;135/02003;;;Retribuciones del personal laboral de las Cortes
2012;G;1;13;135/02004;;;Retribuciones del personal laboral de la Junta Electoral Central
2012;G;1;13;137;;;Contribuciones a planes de pensiones
2012;G;1;14;;;;Otro personal
2012;G;1;14;143;;;Otro personal
2012;G;1;14;145/02001;;;Otro personal de las Cortes Generales
2012;G;1;14;145/02005;;;Otro Personal del Defensor del Pueblo
2012;G;1;15;;;;Incentivos al rendimiento
2012;G;1;15;150;;;Productividad
2012;G;1;15;151;;;Gratificaciones
2012;G;1;15;152/13102;;;Otros incentivos al rendimiento
2012;G;1;15;152/14001;;;Productividad del Personal Estatutario
2012;G;1;15;153;;;Complemento de dedicación especial
2012;G;1;15;154/25103;;;Otras gratificaciones por Actos de Estado
2012;G;1;15;154/26105;;;Productividad personal estatutario factor fijo
2012;G;1;15;155/26105;;;Productividad personal estatutario factor variable.
2012;G;1;15;155/31002;;;Participación  del  personal en  los  programas  de  calidad regulados en el Real Decreto 951/2005, de 29 de Julio
2012;G;1;16;;;;Cuotas, prestaciones y gastos sociales a cargo del empleador
2012;G;1;16;160;;;Cuotas sociales
2012;G;1;16;161;;;Prestaciones sociales
2012;G;1;16;162;;;Gastos sociales del personal
2012;G;1;16;164;;;Protección familiar
2012;G;1;16;165/02001;;;Cuotas, prestaciones y gastos sociales a cargo del empleador
2012;G;1;16;165/02002;;;Cuotas, prestaciones y gastos sociales a cargo del empleador
2012;G;1;16;165/02003;;;Cuotas, prestaciones y gastos sociales a cargo del empleador
2012;G;1;16;165/02004;;;Cuotas, prestaciones y gastos sociales a cargo del empleador
2012;G;1;16;165/02005;;;Cuotas, prestaciones y gastos sociales a cargo del empleador
2012;G;1;16;165/23211;;;Pensiones de jubilación especial por convenio colectivo.
2012;G;1;16;169;;;Obligaciones de ejercicios anteriores
2012;G;2;;;;;Gastos corrientes en bienes y servicios
2012;G;2;20;;;;Arrendamientos y cánones
2012;G;2;20;200;;;Arrendamientos de terrenos y bienes naturales
2012;G;2;20;202;;;Arrendamientos de edificios y otras construcciones
2012;G;2;20;203;;;Arrendamientos de maquinaria, instalaciones y utillaje
2012;G;2;20;204;;;Arrendamientos de material de transporte
2012;G;2;20;205;;;Arrendamientos de mobiliario y enseres
2012;G;2;20;206;;;Arrendamientos de equipos para procesos de información
2012;G;2;20;207/02001;;;Alquileres
2012;G;2;20;207/02002;;;Alquileres
2012;G;2;20;207/02003;;;Alquileres
2012;G;2;20;207/02004;;;Alquileres
2012;G;2;20;207/02005;;;Alquileres
2012;G;2;20;207/16004;;;Obligaciones de ejercicios anteriores
2012;G;2;20;208;;;Arrendamientos de otro inmovilizado material
2012;G;2;20;209;;;Cánones
2012;G;2;21;;;;Reparaciones, mantenimiento y conservación
2012;G;2;21;210;;;Infraestructura y bienes naturales
2012;G;2;21;212;;;Edificios y otras construcciones
2012;G;2;21;213;;;Maquinaria, instalaciones y utillaje
2012;G;2;21;214;;;Elementos de transporte
2012;G;2;21;215;;;Mobiliario y enseres
2012;G;2;21;216;;;Equipos para procesos de la información
2012;G;2;21;217/02002;;;Gastos diversos de reparación y conservación
2012;G;2;21;217/02003;;;Gastos diversos de reparación y conservación
2012;G;2;21;217/02005;;;Gastos diversos de reparación y conservación
2012;G;2;21;217/16004;;;Obligaciones de ejercicios anteriores
2012;G;2;21;217/16005;;;Obligaciones de ejercicios anteriores
2012;G;2;21;218;;;Bienes situados en el exterior
2012;G;2;21;219;;;Otro inmovilizado material
2012;G;2;22;;;;Material, suministros y otros
2012;G;2;22;220;;;Material de oficina
2012;G;2;22;221;;;Suministros
2012;G;2;22;222;;;Comunicaciones
2012;G;2;22;223;;;Transportes
2012;G;2;22;224;;;Primas de seguros
2012;G;2;22;225;;;Tributos
2012;G;2;22;226;;;Gastos diversos
2012;G;2;22;227;;;Trabajos realizados por otras empresas y profesionales
2012;G;2;22;228;;;Gastos originados por participación de las Fuerzas Armadas en operaciones de mantenimiento de la paz
2012;G;2;22;229/12001;;;Obligaciones de ejercicios anteriores
2012;G;2;22;229/13002;;;Obligaciones de ejercicios anteriores
2012;G;2;22;229/13102;;;Obligaciones de ejercicios anteriores
2012;G;2;22;229/14001;;;Otros gastos de vida y funcionamiento
2012;G;2;22;229/14002;;;Otros gastos de vida y funcionamiento
2012;G;2;22;229/14003;;;Otros gastos de vida y funcionamiento
2012;G;2;22;229/14012;;;Otros gastos de vida y funcionamiento
2012;G;2;22;229/14017;;;Otros gastos de vida y funcionamiento
2012;G;2;22;229/14022;;;Otros gastos de vida y funcionamiento
2012;G;2;22;229/16002;;;Obligaciones de ejercicios anteriores
2012;G;2;22;229/16003;;;Obligaciones de ejercicios anteriores
2012;G;2;22;229/16004;;;Obligaciones de ejercicios anteriores
2012;G;2;22;229/16005;;;Obligaciones de ejercicios anteriores
2012;G;2;22;229/18001;;;Gastos de funcionamiento de los centros docentes no universitarios.
2012;G;2;22;229/18004;;;Gastos de funcionamiento de los Centros Docentes no Universitarios
2012;G;2;22;229/18005;;;Gastos de funcionamiento de los Centros Docentes no Universitarios
2012;G;2;22;229/25003;;;Para los gastos del Centro Internacional de Prensa
2012;G;2;23;;;;Indemnizaciones por razón del servicio
2012;G;2;23;230;;;Dietas
2012;G;2;23;231;;;Locomoción
2012;G;2;23;232;;;Traslado
2012;G;2;23;233;;;Otras indemnizaciones
2012;G;2;23;234;;;Dietas, locomoción y otras indemnizaciones
2012;G;2;23;239;;;Obligaciones de ejercicios anteriores
2012;G;2;24;;;;Gastos de publicaciones
2012;G;2;24;240;;;Gastos de edición y distribución
2012;G;2;25;;;;Conciertos de asistencia sanitaria
2012;G;2;25;250;;;Con la Seguridad Social
2012;G;2;25;251;;;Con entidades de seguro libre
2012;G;2;25;258;;;Obligaciones de ejercicios anteriores
2012;G;2;25;259;;;Otros conciertos de asistencia sanitaria
2012;G;2;26;;;;Servicios sociales con medios ajenos
2012;G;2;27;;;;Compras, suministros y otros gastos relacionados con la actividad
2012;G;2;27;270/02005;;;Compras, suministros y otros gastos
2012;G;2;27;270/25401;;;Suministros de materias primas y otros suministros
2012;G;2;27;271;;;Servicios prestados por empresas
2012;G;2;27;272;;;Otros gastos directamente relacionados con la actividad de la Agencia
2012;G;2;29;;;;Obligaciones de ejercicios anteriores pendientes de imputar
2012;G;3;;;;;Gastos financieros
2012;G;3;30;;;;De deuda pública en moneda nacional
2012;G;3;30;300;;;Intereses
2012;G;3;30;301;;;Gastos de emisión, modificación y cancelación
2012;G;3;30;302;;;Diferencias de cambio devengadas en Eurobonos emitidos en monedas del área euro
2012;G;3;30;303;;;Rendimientos implícitos
2012;G;3;31;;;;De préstamos en moneda nacional
2012;G;3;31;310;;;Intereses
2012;G;3;31;311;;;Gastos de emisión, modificación y cancelación
2012;G;3;31;319;;;Otros gastos financieros
2012;G;3;32;;;;De deuda pública en moneda extranjera
2012;G;3;32;320;;;Intereses
2012;G;3;32;321;;;Gastos de emisión, modificación y cancelación
2012;G;3;32;322;;;Diferencias de cambio
2012;G;3;32;323;;;Rendimientos implícitos
2012;G;3;33;;;;De préstamos en moneda extranjera
2012;G;3;33;330;;;Intereses
2012;G;3;33;331;;;Gastos de emision, modificacion y cancelacion
2012;G;3;33;332;;;Diferencias de cambio
2012;G;3;33;339;;;Otros gastos financieros
2012;G;3;34;;;;De depósitos y fianzas
2012;G;3;34;340;;;Intereses de depósitos
2012;G;3;35;;;;Intereses de demora y otros gastos financieros
2012;G;3;35;350;;;Intereses de demora y otros gastos financieros
2012;G;3;35;351;;;Cobertura de riesgos en avales prestados por el Tesoro, incluidos los riesgos de ejercicios anteriores
2012;G;3;35;352;;;Intereses de demora
2012;G;3;35;353;;;Intereses de demora por Sentencias, Recursos y Reclamaciones, incluidas obligaciones de ejercicios anteriores.
2012;G;3;35;355;;;Compensaciones derivadas de la ejecución de avales frente al Tesoro Público
2012;G;3;35;357;;;Gastos derivados de la acuñación y de la puesta en circulación de las monedas euros
2012;G;3;35;358/12401;;;Intereses  de  demora  correspondientes  a liquidaciones  de ejercicios anteriores
2012;G;3;35;358/16001;;;Intereses de demora correspondientes a liquidaciones de ejercicios anteriores
2012;G;3;35;358/17020;;;Obligaciones de ejercicios anteriores, por intereses de demora
2012;G;3;35;358/19001;;;Intereses  de  demora  correspondientes  a liquidaciones  de ejercicios anteriores
2012;G;3;35;358/23018;;;Intereses de demora correspondientes a liquidaciones de ejercicios anteriores.
2012;G;3;35;359;;;Otros gastos financieros
2012;G;4;;;;;Transferencias corrientes
2012;G;4;40;;;;A la Administración del Estado
2012;G;4;40;400/15104;;;A la Administración del Estado
2012;G;4;40;400/16101;;;Al Estado, para generar crédito en el Ministerio del Interior, según la DIsposición adicional segunda de la Ley Orgánica 6/2011
2012;G;4;40;400/19101;;;Reserva de gestión directa del SPEE. Gestión de acciones y medidas de políticas activas de empleo en colaboración con órganos de la Administración General del Estado
2012;G;4;40;400/25401;;;Al Estado
2012;G;4;40;400/60001;;;A la Administración del Estado
2012;G;4;40;401/16101;;;Al Estado
2012;G;4;40;401/19101;;;"Reserva gestión directa del SPEE ""Cuotas de seguros de accidentes de alumnos, becas y/o ayudas a alumnos y subvenciones a centros y entidades de formación profesional para el empleo a parados, a órganos de la Administración General del Estado"""
2012;G;4;40;401/20102;;;A la Administración del Estado.
2012;G;4;40;402;;;Reserva gestión directa del SPEE. Gestión de acciones y medidas de políticas activas de empleo en colaboración con órganos de la Administración General del Estado
2012;G;4;40;409;;;Por las transferencias a las Comunidades Autónomas en políticas activas de empleo.
2012;G;4;41;;;;A organismos autónomos
2012;G;4;41;410/14001;;;A organismos autónomos del Departamento
2012;G;4;41;410/14003;;;A organismos autónomos del Departamento
2012;G;4;41;410/15005;;;Al Instituto de Estudios Fiscales
2012;G;4;41;410/16002;;;A la Gerencia de Infraestructuras y Equipamiento de la Seguridad del Estado
2012;G;4;41;410/17020;;;Al Centro de Estudios y Experimentación de Obras Públicas. (C.E.D.E.X)
2012;G;4;41;410/17039;;;A la Jefatura de Tráfico para cursos de formación de la Agrupación de Tráfico de la Guardia Civil.
2012;G;4;41;410/18001;;;Al Consejo Superior de Deportes
2012;G;4;41;410/18007;;;A la Universidad Internacional Menéndez Pelayo
2012;G;4;41;410/19101;;;Reserva de gestión directa del SPEE. Oportunidades de empleo y fomento de la contratación de desempleados en obras y servicios de interés general y social por organismos autónomos de la Administración General del Estado
2012;G;4;41;410/20018;;;Al Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas
2012;G;4;41;410/23004;;;Subvención al Organismo Autónomo Parques Nacionales
2012;G;4;41;410/23005;;;A las Confederaciones Hidrográficas, para sufragar gastos corrientes
2012;G;4;41;410/23232;;;A la Confederación Hidrográfica del Tajo, gastos de explotación del trasvase Tajo-Segura.
2012;G;4;41;410/25002;;;Al Centro de Estudios Políticos y Constitucionales
2012;G;4;41;410/26015;;;Al Instituto de la Juventud para el cumplimiento de sus fines
2012;G;4;41;410/26022;;;Convenio con el Centro de Investigaciones Sociológicas para encuesta sobre violencia de género.
2012;G;4;41;410/27011;;;Al Instituto Geológico y Minero de España (IGME)
2012;G;4;41;410/31004;;;Al Parque Móvil del Estado
2012;G;4;41;411/13002;;;Al Centro de Estudios Jurídicos de la Administración de Justicia
2012;G;4;41;411/16005;;;A Trabajo Penitenciario y Formación para el Empleo
