EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2018;14003;;Secretaría De Estado De Defensa
2018;14012;;Ejército De Tierra
2018;14017;;Armada
2018;14022;;Ejército Del Aire
2018;14101;;Instituto Nacional De Técnica Aeroespacial Esteban Terradas
2018;14107;;Instituto De Vivienda, Infraestructura Y Equipamiento De La Defensa
2018;14113;;Instituto Social De Las Fuerzas Armadas
2018;15;;Ministerio De Hacienda Y Función Pública
2018;15001;;Ministerio, Subsecretaría Y Servicios Generales
2018;15002;;Secretaría General Técnica
2018;15004;;Dirección General Del Patrimonio Del Estado
2018;15005;;Secretaría De Estado De Hacienda
2018;15006;;Dirección General De Racionalización Y Centralización De La Contratación
2018;15007;;Dirección General De Tributos
2018;15008;;Dirección General Del Catastro
2018;15009;;Tribunal Económico-Administrativo Central
2018;15010;;Dirección General De Ordenación Del Juego
2018;15011;;Intervención General De La Administración Del Estado
2018;15012;;Secretaría De Estado De Presupuestos Y Gastos
2018;15013;;Dirección General De Costes De Personal Y Pensiones Públicas
2018;15014;;Dirección General De Fondos Europeos
2018;15015;;Dirección General De Presupuestos
2018;15022;;Secretaría General De Financiación Autonómica Y Local
2018;15026;;Secretaría De Estado De Función Pública
2018;15029;;Secretaría General De Administración Digital
2018;15101;;Instituto De Estudios Fiscales
2018;15102;;Instituto Nacional De Administración Pública
2018;15104;;Comisionado Para El Mercado De Tabacos
2018;15106;;Mutualidad General De Funcionarios Civiles Del Estado
2018;15107;;Parque Móvil Del Estado
2018;15301;;Autoridad Independiente De Responsabilidad Fiscal
2018;15302;;Agencia Estatal De Administración Tributaria
2018;15304;;Consejo De Transparencia Y Buen Gobierno
2018;16;;Ministerio Del Interior
2018;16001;;Ministerio, Subsecretaría Y Servicios Generales
2018;16002;;Secretaría De Estado De Seguridad
2018;16003;;Dirección General De La Policía
2018;16004;;Dirección General De La Guardia Civil
2018;16005;;Secretaría General De Instituciones Penitenciarias
2018;16101;;Jefatura Central De Tráfico
2018;16102;;Gerencia De Infraestructuras Y Equipamiento De La Seguridad Del Estado
2018;17;;Ministerio De Fomento
2018;17001;;Ministerio, Subsecretaría Y Servicios Generales
2018;17002;;Dirección General De Programación Económica Y Presupuestos
2018;17003;;Secretaría General Técnica
2018;17009;;Dirección General De Arquitectura, Vivienda Y Suelo
2018;17018;;Dirección General Del Instituto Geográfico Nacional
2018;17020;;Secretaría De Estado De Infraestructuras, Transporte Y Vivienda
2018;17032;;Dirección General De Marina Mercante
2018;17034;;Dirección General De Aviación Civil
2018;17038;;Dirección General De Carreteras
2018;17039;;Dirección General De Transporte Terrestre
2018;17101;;Centro De Estudios Y Experimentación De Obras Públicas
2018;17102;;Centro Nacional De Información Geográfica
2018;17301;;Agencia Estatal De Seguridad Aérea
2018;17302;;Agencia Estatal De Seguridad Ferroviaria
2018;18;;Ministerio De Educación, Cultura Y Deporte
2018;18001;;Ministerio, Subsecretaría Y Servicios Generales
2018;18002;;Secretaría General Tecnica
2018;18003;;Secretaría De Estado De Educación, Formación Profesional Y Universidades
2018;18004;;Dirección General De Evaluación Y Cooperación Territorial
2018;18005;;Dirección General De Formación Profesional
2018;18006;;Secretaría General De Universidades
2018;18008;;Dirección General De Planificación Y Gestión Educativa
2018;18009;;Secretaría De Estado De Cultura
2018;18011;;Dirección General De Bellas Artes Y Patrimonio Cultural
2018;18013;;Dirección General De Industrias Culturales Y Del Libro
2018;18101;;Universidad Internacional Menéndez Pelayo
2018;18102;;Servicio Español Para La Internacionalización De La Educación
2018;18103;;Instituto De La Cinematografía Y De Las Artes Audiovisuales
2018;18104;;Biblioteca Nacional De España
2018;18105;;Gerencia De Infraestructuras Y Equipamientos De Educación Y Cultura
2018;18106;;Consejo Superior De Deportes
2018;18107;;Instituto Nacional De Las Artes Escénicas Y De La Música
2018;18108;;Agencia Nacional De Evaluación De La Calidad Y Acreditación
2018;18301;;Museo Nacional Del Prado
2018;18302;;Museo Nacional Centro De Arte Reina Sofía
2018;18303;;Agencia Española De Protección De La Salud En El Deporte
2018;19;;Ministerio De Empleo Y Seguridad Social
2018;19001;;Ministerio Y Subsecretaría
2018;19002;;Secretaría De Estado De La Seguridad Social
2018;19003;;Secretaría De Estado De Empleo
2018;19007;;Secretaría General De Inmigración Y Emigración
2018;19101;;Servicio Público De Empleo Estatal
2018;19102;;Fondo De Garantía Salarial
2018;19104;;Instituto Nacional De Seguridad, Salud Y Bienestar En El Trabajo, O.a., M.p.
2018;19301;;Consejo Económico Y Social
2018;20;;Ministerio De Energía, Turismo Y Agenda Digital
2018;20001;;Ministerio, Subsecretaría Y Servicios Generales
2018;20002;;Secretaría General Técnica
2018;20004;;Secretaría De Estado De Turismo
2018;20012;;Secretaría De Estado Para La Sociedad De La Información Y La Agenda Digital
2018;20018;;Secretaría De Estado De Energía
2018;20019;;Dirección General De Política Energética Y Minas
2018;20101;;Instituto Para La Reestructuración De La Minería Del Carbón Y Desarrollo Alternativo De Las Comarcas Mineras
2018;20102;;Oficina Española De Patentes Y Marcas
2018;20104;;Instituto De Turismo De España
2018;20302;;Consejo De Seguridad Nuclear
2018;23;;Ministerio De Agricultura Y Pesca, Alimentación Y Medio Ambiente
2018;23001;;Ministerio, Subsecretaría Y Servicios Generales
2018;23002;;Secretaría General Técnica
2018;23004;;Secretaría De Estado De Medio Ambiente
2018;23005;;Dirección General Del Agua
2018;23006;;Dirección General De Sostenibilidad De La Costa Y Del Mar
2018;23008;;Dirección General De Calidad Y Evaluación Ambiental Y Medio Natural
2018;23010;;Oficina Española Del Cambio Climático
2018;23011;;Secretaría General De Agricultura Y Alimentación
2018;23012;;Dirección General De Producciones Y Mercados Agrarios
2018;23013;;Dirección General De Servicios
2018;23014;;Dirección General De La Industria Alimentaria
2018;23015;;Secretaría General De Pesca
2018;23016;;Dirección General De Ordenación Pesquera Y Acuicultura
2018;23017;;Dirección General De Recursos Pesqueros
2018;23018;;Dirección General De Desarrollo Rural Y Política Forestal
2018;23019;;Dirección General De Sanidad De La Producción Agraria
2018;23101;;Parques Nacionales
2018;23102;;Confederación Hidrográfica Del Cantábrico
2018;23103;;Confederación Hidrográfica Del Duero
2018;23104;;Confederación Hidrográfica Del Ebro
2018;23105;;Confederación Hidrográfica Del Guadalquivir
2018;23106;;Confederación Hidrográfica Del Guadiana
2018;23107;;Confederación Hidrográfica Del Júcar
2018;23108;;Confederación Hidrográfica Del Miño-Sil
2018;23109;;Confederación Hidrográfica Del Segura
2018;23110;;Confederación Hidrográfica Del Tajo
2018;23111;;Mancomunidad De Los Canales Del Taibilla
2018;23112;;Agencia De Información Y Control Alimentarios
2018;23113;;Entidad Estatal De Seguros Agrarios
2018;23114;;Fondo Español De Garantía Agraria
2018;23301;;Agencia Estatal De Meteorología
2018;25;;Ministerio De La Presidencia Y Para Las Administraciones Territoriales
2018;25001;;Presidente Del Gobierno
2018;25002;;Ministerio Y Servicios Generales
2018;25004;;Secretaría De Estado Para Las Administraciones Territoriales
2018;25101;;Centro De Estudios Políticos Y Constitucionales
2018;25102;;Centro De Investigaciones Sociológicas
2018;25103;;Consejo De Administración Del Patrimonio Nacional
2018;25301;;Centro Nacional De Inteligencia
2018;25302;;Agencia Estatal Boletín Oficial Del Estado
2018;26;;Ministerio De Sanidad, Servicios Sociales E Igualdad
2018;26001;;Ministerio Y Subsecretaría
2018;26002;;Secretaría General Técnica
2018;26004;;Secretaría General De Sanidad Y Consumo
2018;26007;;Dirección General De Salud Pública, Calidad E Innovación
2018;26009;;Dirección General De Cartera Básica De Servicios Del Sistema Nacional De Salud Y Farmacia
2018;26012;;Dirección General De Ordenación Profesional
2018;26015;;Secretaría De Estado De Servicios Sociales E Igualdad
2018;26016;;Dirección General De Servicios Para La Familia Y La Infancia
2018;26017;;Dirección General De Políticas De Apoyo A La Discapacidad
2018;26018;;Delegación Del Gobierno Para El Plan Nacional Sobre Drogas
2018;26022;;Delegación Del Gobierno Para La Violencia De Género
2018;26101;;Instituto De La Juventud
2018;26105;;Organización Nacional De Trasplantes
2018;26106;;Real Patronato Sobre Discapacidad
2018;26107;;Instituto De La Mujer Y Para La Igualdad De Oportunidades
2018;26109;;Agencia Española De Consumo, Seguridad Alimentaria Y Nutrición
2018;26301;;Agencia Española De Medicamentos Y Productos Sanitarios
2018;27;;Ministerio De Economía, Industria Y Competitividad
2018;27001;;Ministerio, Subsecretaría Y Servicios Generales
2018;27002;;Secretaría General Técnica
2018;27003;;Secretaría De Estado De Economía Y Apoyo A La Empresa
2018;27004;;Secretaría General Del Tesoro Y Política Financiera
2018;27005;;Dirección General De Política Económica
2018;27006;;Dirección General De Análisis Macroeconómico Y Economía Internacional
2018;27007;;Dirección General De Seguros Y Fondos De Pensiones
2018;27008;;Secretaría De Estado De Comercio
2018;27009;;Dirección General De Comercio Internacional E Inversiones
2018;27010;;Dirección General De Política Comercial Y Competitividad
2018;27011;;Secretaría De Estado De Investigación, Desarrollo E Innovación
2018;27012;;Secretaría General De Ciencia E Innovación
2018;27014;;Dirección General De Política De Investigación, Desarrollo E Innovación
2018;27015;;Secretaría General De Industria Y De La Pequeña Y Mediana Empresa
2018;27016;;Dirección General De Industria Y De La Pequeña Y Mediana Empresa
2018;27101;;Instituto Nacional De Estadística
2018;27102;;Instituto De Contabilidad Y Auditoría De Cuentas
2018;27103;;Centro De Investigaciones Energéticas, Medioambientales Y Tecnológicas
2018;27104;;Instituto Nacional De Investigación Y Tecnología Agraria Y Alimentaria
2018;27105;;Instituto Español De Oceanografía
2018;27106;;Instituto Geológico Y Minero De España
2018;27107;;Instituto De Salud Carlos Iii
2018;27109;;Centro Español De Metrología
2018;27301;;Consejo Superior De Investigaciones Científicas
2018;27302;;Comisión Nacional De Los Mercados Y La Competencia
2018;27303;;Agencia Estatal De Investigación
2018;32;;Otras Relaciones Financieras Con Entes Territoriales
2018;32001;;Secretaría General De Financiación Autonómica Y Local. Comunidades Autónomas
2018;32002;;Secretaría General De Financiación Autonómica Y Local. Entidades Locales
2018;33;;Fondos De Compensación Interterritorial
2018;33003;;Secretaría General De Financiación Autonómica Y Local. Galicia
2018;33004;;Secretaría General De Financiación Autonómica Y Local. Andalucía
2018;33005;;Secretaría General De Financiación Autonómica Y Local. Principado De Asturias
2018;33006;;Secretaría General De Financiación Autonómica Y Local. Cantabria
2018;33008;;Secretaría General De Financiación Autonómica Y Local. Región De Murcia
2018;33009;;Secretaría General De Financiación Autonómica Y Local. Comunidad Valenciana
2018;33011;;Secretaría General De Financiación Autonómica Y Local. Castilla-La Mancha
2018;33012;;Secretaría General De Financiación Autonómica Y Local. Canarias
2018;33014;;Secretaría General De Financiación Autonómica Y Local. Extremadura
2018;33017;;Secretaría General De Financiación Autonómica Y Local. Castilla Y León
2018;33018;;Secretaría General De Financiación Autonómica Y Local. Ceuta
2018;33019;;Secretaría General De Financiación Autonómica Y Local. Melilla
2018;33020;;Secretaría General De Financiación Autonómica Y Local. Varias Cc.aa
2018;34;;Relaciones Financieras Con La Unión Europea
2018;34001;;Dirección General Fondos Comunitarios. Relaciones Financieras Con La Unión Europea
2018;35;;Fondo De Contingencia
2018;35001;;Dirección General De Presupuestos. Fondo De Contingencia
2018;36;;Sistemas De Financiación De Entes Territoriales
2018;36002;;Secretaría General De Financiación Autonómica Y Local. Cataluña
2018;36003;;Secretaría General De Financiación Autonómica Y Local. Galicia
2018;36004;;Secretaría General De Financiación Autonómica Y Local. Andalucía
2018;36005;;Secretaría General De Financiación Autonómica Y Local. Principado De Asturias
2018;36006;;Secretaría General De Financiación Autonómica Y Local. Cantabria
2018;36007;;Secretaría General De Financiación Autonómica Y Local. La Rioja
2018;36010;;Secretaría General De Financiación Autonómica Y Local. Aragón
2018;36011;;Secretaría General De Financiación Autonómica Y Local. Castilla-La Mancha
2018;36012;;Secretaría General De Financiación Autonómica Y Local. Canarias
2018;36014;;Secretaría General De Financiación Autonómica Y Local. Extremadura
2018;36017;;Secretaría General De Financiación Autonómica Y Local. Castilla Y León
2018;36018;;Secretaría General De Financiación Autonómica Y Local. Melilla
2018;36019;;Secretaría General De Financiación Autonómica Y Local. Ceuta
2018;36020;;Secretaría General De Financiación Autonómica Y Local. Varias Cc. Aa.
2018;36021;;Secretaría General De Financiación Autonómica Y Local. Entidades Locales
2018;60;;Seguridad Social
2018;60001;;Pensiones Y Prestaciones Económicas De La Seguridad Social
2018;60002;;Prestaciones  Asistenciales, Sanitarias Y Sociales Del Ingesa Y Del Imserso
2018;60003;;Dirección Y Servicios Generales De Seguridad Social Y Protección Social
2018;60004;;Ingresos De La Seguridad Social
2018;98;;Ingresos Del Estado
2018;98001;;Ingresos Del Estado
