EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2022;13102;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;120159460
2022;14113;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;802731710
2022;15106;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;1830730650
2022;19101;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;26553839870
2022;19102;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;513400000
2022;60004;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;136344725250
2022;98001;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;77877802670
2022;98001;10;;;Sobre la renta;74314076900
2022;98001;100;;;De las personas físicas;48607327350
2022;98001;100;;00;Impuesto sobre la Renta de las Personas Físicas;48912959350
2022;98001;100;;99;Asignación tributaria a la Iglesia Católica y otros fines sociales;-305632000
2022;98001;101;;;De sociedades;24477116190
2022;98001;101;;00;Impuesto sobre Sociedades;24477116190
2022;98001;102;;;De no residentes;1229633360
2022;98001;102;;00;Impuesto sobre la Renta de no Residentes;1229633360
2022;98001;11;;;Sobre el capital;147606450
2022;98001;119;;;Otros impuestos sobre el capital;147606450
2022;98001;119;;00;Impuesto sobre Sucesiones y Donaciones;79953490
2022;98001;119;;01;Impuesto sobre el Patrimonio;67652960
2022;13102;12;;;Cotizaciones sociales;120159460
2022;14113;12;;;Cotizaciones sociales;802731710
2022;15106;12;;;Cotizaciones sociales;1830730650
2022;19101;12;;;Cotizaciones sociales;26553839870
2022;19102;12;;;Cotizaciones sociales;513400000
2022;60004;12;;;Cotizaciones sociales;136344725250
2022;98001;12;;;Cotizaciones sociales;1976250700
2022;13102;120;;;Cotizaciones de los regímenes especiales de funcionarios;120159460
2022;14113;120;;;Cotizaciones de los regímenes especiales de funcionarios;802731710
2022;15106;120;;;Cotizaciones de los regímenes especiales de funcionarios;1830730650
2022;98001;120;;;Cotizaciones de los regímenes especiales de funcionarios;825000000
2022;98001;120;;00;Cuotas de Derechos Pasivos;825000000
2022;13102;120;;01;Cuotas de funcionarios a Mutualidades;26965160
2022;14113;120;;01;Cuotas de funcionarios a Mutualidades;103684870
2022;15106;120;;01;Cuotas de funcionarios a Mutualidades;360125770
2022;13102;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;93170300
2022;14113;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;699046840
2022;15106;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;1470604880
2022;13102;120;;03;Cuotas sociales Mutualidad Benéfica de Funcionarios de la Justicia Municipal;7000
2022;13102;120;;04;Cuotas sociales de Previsión de Funcionarios de la Administración de Justicia;9000
2022;13102;120;;05;Cuotas sociales Mutualidad Benéfica de Funcionarios del Cuerpo Auxiliar de la Administración de Justicia;8000
2022;60004;121;;;Cotizaciones del Regimen General;105842635250
2022;60004;122;;;Cotizaciones del R.E.T. Autonomos;11397240000
2022;60004;124;;;Cotizaciones R.E. Trabajadores del Mar;384460000
2022;60004;125;;;Cotizaciones R.E. Mineria del Carbon;68300000
2022;60004;127;;;Cotizaciones de acctes. trabajo y e. p.;9531140000
2022;60004;128;;;Cotizaciones de desempleados, cese de actividad de trabajadores autónomos y bonificaciones para el fomento del empleo;8755220000
2022;19101;129;;;Otras cotizaciones;26553839870
2022;19102;129;;;Otras cotizaciones;513400000
2022;60004;129;;;Otras cotizaciones;365730000
2022;98001;129;;;Otras cotizaciones;1151250700
2022;19101;129;;00;Cuota de desempleo;25147238020
2022;19101;129;;01;Cuota de formación profesional;1404601850
2022;98001;129;;01;Cuota de formación profesional;1151250700
2022;19102;129;;02;Cuotas empresariales al Fondo de Garantía Salarial;513400000
2022;19101;129;;03;Cuota de protección por cese de actividad;2000000
2022;98001;13;;;Sobre la producción y almacenamiento de energía eléctrica y combustible;1439868620
2022;98001;130;;;Sobre el valor de la producción de la energía eléctrica;1139868620
2022;98001;131;;;Sobre la producción de combustible nuclear gastado y residuos radioactivos resultantes de la generación de energía nucleoeléctrica;290824000
2022;98001;132;;;Sobre el almacenamiento de combustible nuclear gastado y residuos radiactivos en instalaciones centralizadas;9176000
2022;98001;2;;;IMPUESTOS INDIRECTOS;57879547690
2022;98001;21;;;Sobre el Valor Añadido;42933769730
2022;98001;210;;;Impuesto sobre el Valor Añadido;42933769730
2022;98001;210;;00;Importaciones;18837214120
2022;98001;210;;01;Operaciones interiores;24096555610
2022;98001;22;;;Sobre consumos específicos;10163426030
2022;98001;220;;;Impuestos especiales;10163426030
2022;98001;220;;00;Sobre el alcohol y bebidas derivadas;410616090
2022;98001;220;;01;Sobre cerveza;162813570
2022;98001;220;;03;Sobre labores de tabaco;2985821370
2022;98001;220;;04;Sobre hidrocarburos;5907774360
2022;98001;220;;06;Sobre productos intermedios;10919330
2022;98001;220;;07;Sobre la electricidad;171758610
2022;98001;220;;08;Sobre carbón;22722700
2022;98001;220;;09;Impuesto especial sobre los envases de plástico no reutilizables;491000000
2022;98001;23;;;Sobre tráfico exterior;1916397390
2022;98001;230;;;Derechos de aduana y exacciones de efecto equivalente establecidos para la importación o exportación de mercancías;1912756230
2022;98001;231;;;Exacciones reguladoras y otros gravámenes agrícolas;3641160
2022;98001;28;;;Otros impuestos indirectos;2865954540
2022;98001;281;;;Impuesto sobre las Primas de Seguros;2142804270
2022;98001;282;;;Impuesto sobre Transmisiones Patrimoniales y Actos Jurídicos Documentados;6150270
2022;98001;283;;;Impuesto sobre actividades del juego;50000000
2022;98001;283;;00;De apuestas mutuas deportivas;50000000
2022;98001;285;;;Impuesto sobre los Gases Fluorados de Efecto Invernadero;70000000
2022;98001;286;;;Impuesto sobre transacciones financieras;372000000
2022;98001;287;;;Impuesto sobre determinados Servicios Digitales;225000000
2022;12301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;47095000
2022;12302;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;15160490
2022;13101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;13000
2022;13102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;90000
2022;13301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;14533440
2022;14101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;80475000
2022;14107;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;7305000
2022;14113;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;2946000
2022;14301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;138400
2022;15101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;53000
2022;15102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;172000
2022;15104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;25666540
