EJERCICIO;GRUPO;FUNCION;SUBFUNCION;PROGRAMA;DESCRIPCION CORTA;DESCRIPCION LARGA
2011;4;41;415;415B;;Mejora de estructuras y mercados pesqueros
2011;4;41;416;416A;;Previsión de riesgos en las producciones agrarias y pesqueras
2011;4;42;;;;Industria y energía
2011;4;42;421;421M;;Dirección y Servicios Generales de Industria y Energía
2011;4;42;421;421N;;Regulación y protección de la propiedad industrial
2011;4;42;421;421O;;Calidad y seguridad industrial
2011;4;42;422;422A;;Incentivos regionales a la localización industrial
2011;4;42;422;422B;;Desarrollo industrial
2011;4;42;422;422M;;Reconversión y reindustrialización
2011;4;42;423;423M;;Desarrollo alternativo de las comarcas mineras del carbón
2011;4;42;423;423N;;Explotación minera
2011;4;42;424;424M;;Seguridad nuclear y protección radiológica
2011;4;42;425;425A;;Normativa y desarrollo energético
2011;4;43;;;;Comercio, turismo y PYMES
2011;4;43;431;431A;;Promoción comercial e internacionalización de la empresa
2011;4;43;431;431M;;Dirección y Servicios Generales de Comercio y Turismo
2011;4;43;431;431N;;Ordenación del comercio exterior
2011;4;43;431;431O;;Ordenación y modernización de las estructuras comerciales
2011;4;43;432;432A;;Coordinación y promoción del turismo
2011;4;43;433;433M;;Apoyo a la pequeña y mediana empresa
2011;4;44;;;;Subvenciones al transporte
2011;4;44;441;441M;;Subvenciones y apoyo al transporte terrestre
2011;4;44;441;441N;;Subvenciones y apoyo al transporte marítimo
2011;4;44;441;441O;;Subvenciones y apoyo al transporte aéreo
2011;4;44;441;441P;;Subvenciones al transporte extrapeninsular de mercancías
2011;4;45;;;;Infraestructuras
2011;4;45;451;451M;;Estudios y servicios de asistencia técnica en Obras Públicas y Urbanismo
2011;4;45;451;451N;;Dirección y Servicios Generales de Fomento
2011;4;45;451;451O;;Dirección y Servicios Generales de Medio Ambiente
2011;4;45;452;452A;;Gestión e infraestructuras del agua
2011;4;45;452;452M;;Normativa y ordenación territorial de los recursos hídricos
2011;4;45;453;453A;;Infraestructura del transporte ferroviario
2011;4;45;453;453B;;Creación de infraestructura de carreteras
2011;4;45;453;453C;;Conservación y explotación de carreteras
2011;4;45;453;453M;;Ordenación e inspección del transporte terrestre
2011;4;45;454;454M;;Seguridad del tráfico marítimo y vigilancia costera
2011;4;45;455;455M;;Regulación y supervisión de la aviación civil
2011;4;45;456;456A;;Calidad del agua
2011;4;45;456;456B;;Protección y mejora del medio ambiente
2011;4;45;456;456C;;Protección y mejora del medio natural
2011;4;45;456;456D;;Actuación en la costa
2011;4;45;456;456M;;Actuaciones para la prevención de la contaminación y el cambio climático
2011;4;45;457;457M;;Infraestructuras en comarcas mineras del carbón
2011;4;46;;;;Investigación, desarrollo e innovación
2011;4;46;462;462M;;Investigación y estudios sociológicos y constitucionales
2011;4;46;462;462N;;Investigación y estudios estadísticos y económicos
2011;4;46;463;463A;;Investigación científica
2011;4;46;463;463B;;Fomento y coordinación de la investigación científica y técnica
2011;4;46;464;464A;;Investigación y estudios de las Fuerzas Armadas
2011;4;46;464;464B;;Apoyo a la innovación tecnológica en el sector de la defensa
2011;4;46;464;464C;;Investigación y estudios en materia de seguridad pública
2011;4;46;465;465A;;Investigación sanitaria
2011;4;46;466;466A;;Investigación y evaluación educativa
2011;4;46;467;467A;;Astronomía y astrofísica
2011;4;46;467;467B;;Investigación, desarrollo y experimentación en transporte e infraestructuras
2011;4;46;467;467C;;Investigación y desarrollo tecnológico-industrial
2011;4;46;467;467D;;Investigación y experimentación agraria
2011;4;46;467;467E;;Investigación oceanográfica y pesquera
2011;4;46;467;467F;;Investigación geológico-minera y medioambiental
2011;4;46;467;467G;;Investigación y desarrollo de la Sociedad de la Información
2011;4;46;467;467H;;Investigación energética, medioambiental y tecnológica
2011;4;46;467;467I;;Innovación tecnológica de las telecomunicaciones
2011;4;49;;;;Otras actuaciones de carácter económico
2011;4;49;491;491M;;Ordenación y promoción de las telecomunicaciones y de la Sociedad de la Información
2011;4;49;491;491N;;Servicio postal universal
2011;4;49;492;492M;;Defensa de la competencia
2011;4;49;492;492N;;Regulación y vigilancia de la competencia en el Mercado de Tabacos
2011;4;49;492;492O;;Protección y promoción de los derechos de los consumidores y usuarios
2011;4;49;493;493M;;Dirección, control y gestión de seguros
2011;4;49;493;493O;;Regulación contable y de auditorias
2011;4;49;494;494M;;Administración de las relaciones laborales y condiciones de trabajo
2011;4;49;495;495A;;Desarrollo y aplicación de la información geográfica española
2011;4;49;495;495B;;Meteorología
2011;4;49;495;495C;;Metrología
2011;9;;;;;Actuaciones de carácter general
2011;9;91;;;;Alta dirección
2011;9;91;911;911M;;Jefatura del Estado
2011;9;91;911;911N;;Actividad legislativa
2011;9;91;911;911O;;Control externo del Sector Público
2011;9;91;911;911P;;Control Constitucional
2011;9;91;911;911Q;;Apoyo a la gestión administrativa de la Jefatura del Estado
2011;9;91;912;912M;;Presidencia del Gobierno
2011;9;91;912;912N;;Alto asesoramiento del Estado
2011;9;91;912;912O;;Relaciones con las Cortes Generales, Secretariado del Gobierno y apoyo a la Alta Dirección
2011;9;91;912;912P;;Asesoramiento del Gobierno en materia social, económica y laboral
2011;9;91;912;912Q;;Asesoramiento para la protección de los intereses nacionales
2011;9;92;;;;Servicios de carácter general
2011;9;92;921;921N;;Dirección y organización de la Administración Pública
2011;9;92;921;921O;;Formación del personal de las Administraciones Públicas
2011;9;92;921;921P;;Administración periférica del Estado
2011;9;92;921;921Q;;Cobertura informativa
2011;9;92;921;921R;;Publicidad de las normas legales
2011;9;92;921;921S;;Asesoramiento y defensa intereses del Estado
2011;9;92;921;921T;;Servicios de transportes de Ministerios
2011;9;92;921;921U;;Publicaciones
2011;9;92;921;921V;;Evaluación de políticas y programas públicos, calidad de los servicios e impacto normativo
2011;9;92;922;922M;;Organización territorial del Estado y desarrollo de sus sistemas de colaboración
2011;9;92;922;922N;;Coordinación y relaciones financieras con los Entes Territoriales
2011;9;92;922;922Q;;Dirección y Servicios Generales de Política Territorial
2011;9;92;923;923A;;Gestión del Patrimonio del Estado
2011;9;92;923;923C;;Elaboración y difusión estadística
2011;9;92;923;923M;;Dirección y Servicios Generales de Economía y Hacienda
2011;9;92;923;923N;;Formación del personal de Economía y Hacienda
2011;9;92;923;923O;;Gestión de la Deuda y de la Tesorería del Estado
2011;9;92;923;923P;;Relaciones con los Organismos Financieros Multilaterales
2011;9;92;924;924M;;Elecciones y Partidos Políticos
2011;9;92;929;929M;;Imprevistos y funciones no clasificadas
2011;9;92;929;929N;;Fondo de contingencia de ejecución presupuestaria
2011;9;93;;;;Administración financiera y tributaria
2011;9;93;931;931M;;Previsión y política económica
2011;9;93;931;931N;;Política presupuestaria
2011;9;93;931;931O;;Política tributaria
2011;9;93;931;931P;;Control interno y Contabilidad Pública
2011;9;93;932;932A;;Aplicación del sistema tributario estatal
2011;9;93;932;932M;;Gestión del catastro inmobiliario
2011;9;93;932;932N;;Resolución de reclamaciones económico-administrativas
2011;9;94;;;;Transferencias a otras admones. públicas
2011;9;94;941;941M;;Transferencias a Comunidades Autónomas por participación en ingresos Estado
2011;9;94;941;941N;;Transferencias a Comunidades Autónomas por los Fondos de Compensación Interterritorial
2011;9;94;941;941O;;Otras transferencias a Comunidades Autónomas
2011;9;94;942;942A;;Cooperación económica local del Estado
2011;9;94;942;942M;;Transferencias a Entidades Locales por participación en ingresos Estado
2011;9;94;942;942N;;Otras aportaciones a Entidades Locales
2011;9;94;943;943M;;Transferencias al Presupuesto General de la Unión Europea
2011;9;94;943;943N;;Cooperación al desarrollo a través del Fondo Europeo de Desarrollo
2011;9;95;;;;Deuda pública
2011;9;95;951;951M;;Amortización y gastos financieros de la deuda pública en moneda nacional
2011;9;95;951;951N;;Amortización y gastos financieros de la deuda pública en moneda extranjera
