EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2017;18001;;Ministerio, Subsecretaría Y Servicios Generales
2017;18002;;Secretaría General Tecnica
2017;18003;;Secretaría De Estado De Educación, Formación Profesional Y Universidades
2017;18004;;Dirección General De Evaluación Y Cooperación Territorial
2017;18005;;Dirección General De Formación Profesional
2017;18006;;Secretaría General De Universidades
2017;18008;;Dirección General De Planificación Y Gestión Educativa
2017;18009;;Secretaría De Estado De Cultura
2017;18011;;Dirección General De Bellas Artes Y Patrimonio Cultural
2017;18013;;Dirección General De Industrias Culturales Y Del Libro
2017;18101;;Universidad Internacional Menéndez Pelayo
2017;18102;;Servicio Español Para La Internacionalización De La Educación
2017;18103;;Instituto De La Cinematografía Y De Las Artes Audiovisuales
2017;18104;;Biblioteca Nacional De España
2017;18105;;Gerencia De Infraestructuras Y Equipamientos
2017;18106;;Consejo Superior De Deportes
2017;18107;;Instituto Nacional De Las Artes Escénicas Y De La Música
2017;18108;;Agencia Nacional De Evaluación De La Calidad Y Acreditación
2017;18301;;Museo Nacional Del Prado
2017;18302;;Museo Nacional Centro De Arte Reina Sofía
2017;18401;;Agencia Española De Protección De La Salud En El Deporte
2017;19;;Ministerio De Empleo Y Seguridad Social
2017;19001;;Ministerio Y Subsecretaría
2017;19002;;Secretaría De Estado De La Seguridad Social
2017;19003;;Secretaría De Estado De Empleo
2017;19007;;Secretaría General De Inmigración Y Emigración
2017;19101;;Servicio Público De Empleo Estatal
2017;19102;;Fondo De Garantía Salarial
2017;19104;;Instituto Nacional De Seguridad E Higiene En El Trabajo
2017;19301;;Consejo Económico Y Social
2017;20;;Ministerio De Energía, Turismo Y Agenda Digital
2017;20001;;Ministerio, Subsecretaría Y Servicios Generales
2017;20002;;Secretaría General Técnica
2017;20004;;Secretaría De Estado De Turismo
2017;20012;;Secretaría De Estado Para La Sociedad De La Información Y La Agenda Digital
2017;20018;;Secretaría De Estado De Energía
2017;20019;;Dirección General De Política Energética Y Minas
2017;20101;;Instituto Para La Reestructuración De La Minería Del Carbón Y Desarrollo Alternativo De Las Comarcas Mineras
2017;20102;;Oficina Española De Patentes Y Marcas
2017;20104;;Instituto De Turismo De España
2017;20302;;Consejo De Seguridad Nuclear
2017;23;;Ministerio De Agricultura Y Pesca, Alimentación Y Medio Ambiente
2017;23001;;Ministerio, Subsecretaría Y Servicios Generales
2017;23002;;Secretaría General Técnica
2017;23004;;Secretaría De Estado De Medio Ambiente
2017;23005;;Dirección General Del Agua
2017;23006;;Dirección General De Sostenibilidad De La Costa Y Del Mar
2017;23008;;Dirección General De Calidad Y Evaluación Ambiental Y Medio Natural
2017;23010;;Oficina Española Del Cambio Climático
2017;23011;;Secretaría General De Agricultura Y Alimentación
2017;23012;;Dirección General De Producciones Y Mercados Agrarios
2017;23013;;Dirección General De Servicios
2017;23014;;Dirección General De La Industria Alimentaria
2017;23015;;Secretaría General De Pesca
2017;23016;;Dirección General De Ordenación Pesquera
2017;23017;;Dirección General De Recursos Pesqueros Y Acuicultura
2017;23018;;Dirección General De Desarrollo Rural Y Política Forestal
2017;23019;;Dirección General De Sanidad De La Producción Agraria
2017;23101;;Parques Nacionales
2017;23102;;Confederación Hidrográfica Del Cantábrico
2017;23103;;Confederación Hidrográfica Del Duero
2017;23104;;Confederación Hidrográfica Del Ebro
2017;23105;;Confederación Hidrográfica Del Guadalquivir
2017;23106;;Confederación Hidrográfica Del Guadiana
2017;23107;;Confederación Hidrográfica Del Júcar
2017;23108;;Confederación Hidrográfica Del Miño-Sil
2017;23109;;Confederación Hidrográfica Del Segura
2017;23110;;Confederación Hidrográfica Del Tajo
2017;23111;;Mancomunidad De Los Canales Del Taibilla
2017;23112;;Agencia De Información Y Control Alimentarios
2017;23113;;Entidad Estatal De Seguros Agrarios
2017;23114;;Fondo Español De Garantía Agraria
2017;23401;;Agencia Estatal De Meteorología
2017;25;;Ministerio De La Presidencia Y Para Las Administraciones Territoriales
2017;25001;;Presidente Del Gobierno
2017;25002;;Ministerio Y Servicios Generales
2017;25004;;Secretaría De Estado Para Las Administraciones Territoriales
2017;25101;;Centro De Estudios Políticos Y Constitucionales
2017;25102;;Centro De Investigaciones Sociológicas
2017;25103;;Consejo De Administración Del Patrimonio Nacional
2017;25301;;Centro Nacional De Inteligencia
2017;25401;;Agencia Estatal Boletín Oficial Del Estado
2017;26;;Ministerio De Sanidad, Servicios Sociales E Igualdad
2017;26001;;Ministerio Y Subsecretaría
2017;26002;;Secretaría General Técnica
2017;26004;;Secretaría General De Sanidad Y Consumo
2017;26007;;Dirección General De Salud Pública, Calidad E Innovación
2017;26009;;Dirección General De Cartera Básica De Servicios Del Sistema Nacional De Salud Y Farmacia
2017;26012;;Dirección General De Ordenación Profesional
2017;26015;;Secretaría De Estado De Servicios Sociales E Igualdad
2017;26016;;Dirección General De Servicios Para La Familia Y La Infancia
2017;26017;;Dirección General De Políticas De Apoyo A La Discapacidad
2017;26018;;Delegación Del Gobierno Para El Plan Nacional Sobre Drogas
2017;26022;;Delegación Del Gobierno Para La Violencia De Género
2017;26101;;Instituto De La Juventud
2017;26105;;Organización Nacional De Trasplantes
2017;26106;;Real Patronato Sobre Discapacidad
2017;26107;;Instituto De La Mujer Y Para La Igualdad De Oportunidades
2017;26108;;Consejo De La Juventud De España
2017;26109;;Agencia Española De Consumo, Seguridad Alimentaria Y Nutrición
2017;26401;;Agencia Española De Medicamentos Y Productos Sanitarios
2017;27;;Ministerio De Economía, Industria Y Competitividad
2017;27001;;Ministerio, Subsecretaría Y Servicios Generales
2017;27002;;Secretaría General Técnica
2017;27003;;Secretaría De Estado De Economía Y Apoyo A La Empresa
2017;27004;;Secretaría General Del Tesoro Y Política Financiera
2017;27005;;Dirección General De Política Económica
2017;27006;;Dirección General De Análisis Macroeconómico Y Economía Internacional
2017;27007;;Dirección General De Seguros Y Fondos De Pensiones
2017;27008;;Secretaría De Estado De Comercio
2017;27009;;Dirección General De Comercio Internacional E Inversiones
2017;27010;;Dirección General De Comercio Interior
2017;27011;;Secretaría De Estado De Investigación, Desarrollo E Innovación
2017;27012;;Secretaría General De Ciencia E Innovación
2017;27014;;Dirección General De Política De Investigación, Desarrollo E Innovación
2017;27015;;Secretaría General De Industria Y De La Pequeña Y Mediana Empresa
2017;27016;;Dirección General De Industria Y De La Pequeña Y Mediana Empresa
2017;27101;;Instituto Nacional De Estadística
2017;27102;;Instituto De Contabilidad Y Auditoría De Cuentas
2017;27103;;Centro De Investigaciones Energéticas, Medioambientales Y Tecnológicas
2017;27104;;Instituto Nacional De Investigación Y Tecnología Agraria Y Alimentaria
2017;27105;;Instituto Español De Oceanografía
2017;27106;;Instituto Geológico Y Minero De España
2017;27107;;Instituto De Salud Carlos Iii
2017;27109;;Centro Español De Metrología
2017;27302;;Comisión Nacional De Los Mercados Y La Competencia
2017;27401;;Consejo Superior De Investigaciones Científicas
2017;27402;;Agencia Estatal De Investigación
2017;31;;Gastos De Diversos Ministerios
2017;31002;;Dirección General De Presupuestos. Gastos De Los Departamentos Ministeriales
2017;31003;;Dirección General Del Patrimonio Del Estado
2017;31004;;Subsecretaría De Hacienda
2017;31005;;Dirección General De Racionalización Y Centralización De La Contratación
2017;32;;Otras Relaciones Financieras Con Entes Territoriales
2017;32001;;Secretaría General De Financiación Autonómica Y Local. Comunidades Autónomas
2017;32002;;Secretaría General De Financiación Autonómica Y Local. Entidades Locales
2017;33;;Fondos De Compensación Interterritorial
2017;33003;;Secretaría General De Financiación Autonómica Y Local. Galicia
2017;33004;;Secretaría General De Financiación Autonómica Y Local. Andalucía
2017;33005;;Secretaría General De Financiación Autonómica Y Local. Principado De Asturias
2017;33006;;Secretaría General De Financiación Autonómica Y Local. Cantabria
2017;33008;;Secretaría General De Financiación Autonómica Y Local. Región De Murcia
2017;33009;;Secretaría General De Financiación Autonómica Y Local. Comunidad Valenciana
2017;33011;;Secretaría General De Financiación Autonómica Y Local. Castilla-La Mancha
2017;33012;;Secretaría General De Financiación Autonómica Y Local. Canarias
2017;33014;;Secretaría General De Financiación Autonómica Y Local. Extremadura
2017;33017;;Secretaría General De Financiación Autonómica Y Local. Castilla Y León
2017;33018;;Secretaría General De Financiación Autonómica Y Local. Melilla
2017;33019;;Secretaría General De Financiación Autonómica Y Local. Ceuta
2017;33020;;Secretaría General De Financiación Autonómica Y Local. Varias Cc.aa
2017;34;;Relaciones Financieras Con La Unión Europea
2017;34001;;Dirección General Fondos Comunitarios. Relaciones Financieras Con La Unión Europea
2017;35;;Fondo De Contingencia
2017;35001;;Dirección General De Presupuestos. Fondo De Contingencia
2017;36;;Sistemas De Financiación De Entes Territoriales
2017;36002;;Secretaría General De Financiación Autonómica Y Local. Cataluña
2017;36003;;Secretaría General De Financiación Autonómica Y Local. Galicia
2017;36004;;Secretaría General De Financiación Autonómica Y Local. Andalucía
2017;36005;;Secretaría General De Financiación Autonómica Y Local. Principado De Asturias
2017;36006;;Secretaría General De Financiación Autonómica Y Local. Cantabria
2017;36007;;Secretaría General De Financiación Autonómica Y Local. La Rioja
2017;36010;;Secretaría General De Financiación Autonómica Y Local. Aragón
2017;36011;;Secretaría General De Financiación Autonómica Y Local. Castilla-La Mancha
2017;36012;;Secretaría General De Financiación Autonómica Y Local. Canarias
2017;36014;;Secretaría General De Financiación Autonómica Y Local. Extremadura
2017;36017;;Secretaría General De Financiación Autonómica Y Local. Castilla Y León
2017;36018;;Secretaría General De Financiación Autonómica Y Local. Melilla
2017;36019;;Secretaría General De Financiación Autonómica Y Local. Ceuta
2017;36020;;Secretaría General De Financiación Autonómica Y Local. Varias Cc. Aa.
2017;36021;;Secretaría General De Financiación Autonómica Y Local. Entidades Locales
2017;60;;Seguridad Social
2017;60001;;Pensiones Y Prestaciones Económicas De La Seguridad Social
2017;60002;;Prestaciones  Asistenciales, Sanitarias Y Sociales Del Ingesa Y Del Imserso
2017;60003;;Dirección Y Servicios Generales De Seguridad Social Y Protección Social
2017;60004;;Ingresos De La Seguridad Social
2017;98;;Ingresos Del Estado
2017;98001;;Ingresos Del Estado
