EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2010;13102;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;84918350
2010;14113;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;724231570
2010;19101;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;21448500000
2010;19102;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;500000000
2010;25105;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;1497629360
2010;60001;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;107376630000
2010;98001;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;66393476370
2010;98001;10;;;Sobre la renta;65215000000
2010;98001;100;;;De las personas físicas;42633000000
2010;98001;100;;00;Impuesto sobre la Renta de las Personas Físicas;42893000000
2010;98001;100;;99;Asignacion tributaria a la Iglesia Catolica;-260000000
2010;98001;101;;;De sociedades;20184000000
2010;98001;101;;00;Impuesto sobre Sociedades;20184000000
2010;98001;102;;;De no residentes;2398000000
2010;98001;102;;00;Impuesto sobre la Renta de no residentes;2398000000
2010;98001;11;;;Sobre el capital;69000000
2010;98001;119;;;Otros impuestos sobre el capital;69000000
2010;98001;119;;00;Impuesto General sobre Sucesiones y Donaciones.;62000000
2010;98001;119;;01;Impuesto sobre el Patrimonio;7000000
2010;13102;12;;;Cotizaciones sociales;84918350
2010;14113;12;;;Cotizaciones sociales;724231570
2010;19101;12;;;Cotizaciones sociales;21448500000
2010;19102;12;;;Cotizaciones sociales;500000000
2010;25105;12;;;Cotizaciones sociales;1497629360
2010;60001;12;;;Cotizaciones sociales;107376630000
2010;98001;12;;;Cotizaciones sociales;1109476370
2010;13102;120;;;Cotizaciones de los regímenes especiales de funcionarios;84918350
2010;14113;120;;;Cotizaciones de los regímenes especiales de funcionarios;724231570
2010;25105;120;;;Cotizaciones de los regímenes especiales de funcionarios;1497629360
2010;98001;120;;;Cotizaciones de los regímenes especiales de funcionarios;1109476370
2010;98001;120;;00;Cuotas de Derechos Pasivos;1109476370
2010;13102;120;;01;Cuotas de funcionarios a Mutualidades;22966600
2010;14113;120;;01;Cuotas de funcionarios a Mutualidades;106696870
2010;25105;120;;01;Cuotas de funcionarios a Mutualidades;373910590
2010;13102;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;61888750
2010;14113;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;617534700
2010;25105;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;1123718770
2010;13102;120;;03;Cuotas sociales Mutualidad Benéfica de Funcionarios de la Justicia Municipal;19000
2010;13102;120;;04;Cuotas sociales de Previsión de Funcionarios de la Administración de Justicia;19000
2010;13102;120;;05;Cuotas sociales Mutualidad Benéfica de Funcionarios del Cuerpo Auxiliar de la Administración de Justicia;25000
2010;60001;121;;;Cotizaciones del Regimen General;75849830000
2010;60001;122;;;Cotizaciones del R.E.T. Autonomos;10491510000
2010;60001;123;;;Cotizaciones R.E. Agrario;1025890000
2010;60001;124;;;Cotizaciones R.E. Trabajadores del Mar;286200000
2010;60001;125;;;Cotizaciones R.E. Mineria del Carbon;199560000
2010;60001;126;;;Cotizaciones del R.E. Empleados de Hogar;552310000
2010;60001;127;;;Cotizaciones de acctes. trabajo y e. p.;7638330000
2010;60001;128;;;Cotizaciones de desempleados;11333000000
2010;19101;129;;;Otras cotizaciones;21448500000
2010;19102;129;;;Otras cotizaciones;500000000
2010;19101;129;;00;Cuota de desempleo;19295500000
2010;19101;129;;01;Cuota de formación profesional;2153000000
2010;19102;129;;02;Cuotas empresariales al Fondo de Garantía Salarial;500000000
2010;98001;2;;;IMPUESTOS INDIRECTOS;40736000000
2010;98001;21;;;Sobre el Valor Añadido;26111000000
2010;98001;210;;;Impuesto sobre el Valor Añadido;26111000000
2010;98001;210;;00;IVA sobre importaciones;6491000000
2010;98001;210;;01;IVA sobre operaciones interiores;19620000000
2010;98001;22;;;Sobre consumos específicos;11964000000
2010;98001;220;;;Impuestos especiales;11964000000
2010;98001;220;;00;Sobre el alcohol y bebidas derivadas;521000000
2010;98001;220;;01;Sobre cerveza;161000000
2010;98001;220;;03;Sobre labores de tabaco;4855000000
2010;98001;220;;04;Sobre hidrocarburos;6429000000
2010;98001;220;;06;Sobre productos intermedios;12000000
2010;98001;220;;07;Sobre la electricidad;-14000000
2010;98001;23;;;Sobre tráfico exterior;1271000000
2010;98001;230;;;Derechos de aduana y exacciones de efecto equivalente establecidos para la importación o exportación de mercancías;1236000000
2010;98001;231;;;Exacciones reguladoras y otros gravámenes agrícolas;35000000
2010;98001;28;;;Otros impuestos indirectos;1390000000
2010;98001;280;;;Cotización, producción y almacenamiento de azúcar e isoglucosa;5000000
2010;98001;281;;;Impuesto sobre las Primas de Seguros;1376000000
2010;98001;282;;;Sobre transmisiones patrimoniales intervivos;8000000
2010;98001;283;;;Sobre Actos Jurídicos Documentados;1000000
