EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2019;19102;;Fondo De Garantía Salarial
2019;19103;;Organismo Estatal Inspección De Trabajo Y Seguridad Social
2019;19104;;Instituto Nacional De Seguridad Y Salud En El Trabajo, O.a., M.p.
2019;19301;;Consejo Económico Y Social
2019;20;;Ministerio De Industria, Comercio Y Turismo
2019;20001;;Ministerio, Subsecretaría Y Servicios Generales
2019;20002;;Secretaría General Técnica
2019;20004;;Secretaría De Estado De Turismo
2019;20005;;Secretaría De Estado De Comercio
2019;20006;;Dirección General De Comercio Internacional E Inversiones
2019;20007;;Dirección General De Política Comercial Y Competitividad
2019;20008;;Secretaría General De Industria Y De La Pequeña Y Mediana Empresa
2019;20009;;Dirección General De Industria Y De La Pequeña Y Mediana Empresa
2019;20102;;Oficina Española De Patentes Y Marcas
2019;20103;;Centro Español De Metrología
2019;20104;;Instituto De Turismo De España
2019;21;;Ministerio De Agricultura, Pesca Y Alimentación
2019;21001;;Ministerio, Subsecretaría Y Servicios Generales
2019;21002;;Secretaría General Técnica
2019;21003;;Dirección General De Servicios
2019;21004;;Secretaría General De Agricultura Y Alimentación
2019;21005;;Dirección General De Producciones Y Mercados Agrarios
2019;21006;;Dirección General De Sanidad De La Producción Agraria
2019;21007;;Dirección General De La Industria Alimentaria
2019;21008;;Dirección General De Desarrollo Rural, Innovación Y Política Forestal
2019;21009;;Secretaría General De Pesca
2019;21010;;Dirección General De Recursos Pesqueros
2019;21011;;Dirección General De Ordenación Pesquera Y Acuicultura
2019;21101;;Agencia De Información Y Control Alimentarios
2019;21102;;Entidad Estatal De Seguros Agrarios
2019;21103;;Fondo Español De Garantía Agraria
2019;22;;Ministerio De Política Territorial Y Función Pública
2019;22001;;Ministerio, Subsecretaría Y Servicios Generales
2019;22002;;Secretaría De Estado De Función Pública
2019;22003;;Secretaría General De Administración Digital
2019;22004;;Secretaría De Estado De Política Territorial
2019;22101;;Instituto Nacional De Administración Pública
2019;22102;;Mutualidad General De Funcionarios Civiles Del Estado
2019;22301;;Consejo De Transparencia Y Buen Gobierno
2019;23;;Ministerio Para La Transición Ecológica
2019;23001;;Ministerio, Subsecretaría Y Servicios Generales
2019;23002;;Secretaría General Técnica
2019;23003;;Secretaría De Estado De Energía
2019;23004;;Secretaría De Estado De Medio Ambiente
2019;23005;;Dirección General Del Agua
2019;23006;;Dirección General De Sostenibilidad De La Costa Y Del Mar
2019;23008;;Dirección General De Biodiversidad Y Calidad Ambiental
2019;23009;;Dirección General De Política Energética Y Minas
2019;23010;;Oficina Española Del Cambio Climático
2019;23101;;Parques Nacionales
2019;23102;;Confederación Hidrográfica Del Cantábrico
2019;23103;;Confederación Hidrográfica Del Duero
2019;23104;;Confederación Hidrográfica Del Ebro
2019;23105;;Confederación Hidrográfica Del Guadalquivir
2019;23106;;Confederación Hidrográfica Del Guadiana
2019;23107;;Confederación Hidrográfica Del Júcar
2019;23108;;Confederación Hidrográfica Del Miño-Sil
2019;23109;;Confederación Hidrográfica Del Segura
2019;23110;;Confederación Hidrográfica Del Tajo
2019;23111;;Mancomunidad De Los Canales Del Taibilla
2019;23112;;Instituto Para La Reestructuración De La Minería Del Carbón Y Desarrollo Alternativo De Las Comarcas Mineras
2019;23301;;Agencia Estatal De Meteorología
2019;23302;;Consejo De Seguridad Nuclear
2019;24;;Ministerio De Cultura Y Deporte
2019;24001;;Ministerio, Subsecretaría Y Servicios Generales
2019;24002;;Secretaría General Técnica
2019;24003;;Dirección General Del Libro Y Fomento De La Lectura
2019;24004;;Dirección General De Industrias Culturales Y Cooperación
2019;24005;;Dirección General De Bellas Artes
2019;24103;;Instituto De La Cinematografía Y De Las Artes Audiovisuales
2019;24104;;Biblioteca Nacional De España
2019;24105;;Gerencia De Infraestructuras Y Equipamientos De Cultura
2019;24106;;Consejo Superior De Deportes
2019;24107;;Instituto Nacional De Las Artes Escénicas Y De La Música
2019;24301;;Museo Nacional Del Prado
2019;24302;;Museo Nacional Centro De Arte Reina Sofía
2019;24303;;Agencia Española De Protección De La Salud En El Deporte
2019;25;;Ministerio De La Presidencia, Relaciones Con Las Cortes E Igualdad
2019;25001;;Presidente Del Gobierno
2019;25002;;Ministerio Y Servicios Generales
2019;25003;;Secretaría De Estado De Igualdad
2019;25004;;Delegación Del Gobierno Para La Violencia De Género
2019;25101;;Centro De Estudios Políticos Y Constitucionales
2019;25102;;Centro De Investigaciones Sociológicas
2019;25103;;Consejo De Administración Del Patrimonio Nacional
2019;25104;;Instituto De La Mujer Y Para La Igualdad De Oportunidades
2019;25302;;Agencia Estatal Boletín Oficial Del Estado
2019;26;;Ministerio De Sanidad, Consumo Y Bienestar Social
2019;26001;;Ministerio Y Subsecretaría
2019;26002;;Secretaría General Técnica
2019;26004;;Secretaría General De Sanidad Y Consumo
2019;26007;;Dirección General De Salud Pública, Calidad E Innovación
2019;26008;;Dirección General De Consumo
2019;26009;;Dirección General De Cartera Básica De Servicios Del Sistema Nacional De Salud Y Farmacia
2019;26012;;Dirección General De Ordenación Profesional
2019;26015;;Secretaría De Estado De Servicios Sociales
2019;26016;;Dirección General De Servicios Para Las Familias Y La Infancia
2019;26017;;Dirección General De Políticas De Discapacidad
2019;26018;;Delegación Del Gobierno Para El Plan Nacional Sobre Drogas
2019;26101;;Instituto De La Juventud
2019;26105;;Organización Nacional De Trasplantes
2019;26106;;Real Patronato Sobre Discapacidad
2019;26109;;Agencia Española De Seguridad Alimentaria Y Nutrición
2019;26301;;Agencia Española De Medicamentos Y Productos Sanitarios
2019;27;;Ministerio De Economía Y Empresa
2019;27001;;Ministerio, Subsecretaría Y Servicios Generales
2019;27002;;Secretaría General Técnica
2019;27003;;Secretaría De Estado De Economía Y Apoyo A La Empresa
2019;27004;;Secretaría General Del Tesoro Y Financiación Internacional
2019;27005;;Dirección General De Política Económica
2019;27006;;Dirección General De Análisis Macroeconómico
2019;27007;;Dirección General De Seguros Y Fondos De Pensiones
2019;27012;;Secretaría De Estado Para El Avance Digital
2019;27101;;Instituto Nacional De Estadística
2019;27102;;Instituto De Contabilidad Y Auditoría De Cuentas
2019;27302;;Comisión Nacional De Los Mercados Y La Competencia
2019;28;;Ministerio De Ciencia, Innovación Y Universidades
2019;28001;;Ministerio, Subsecretaría Y Servicios Generales
2019;28002;;Secretaría General Técnica
2019;28003;;Secretaría De Estado De Universidades, Investigación, Desarrollo E Innovación
2019;28004;;Secretaría General De Universidades
2019;28005;;Dirección General De Investigación, Desarrollo E Innovación
2019;28006;;Secretaría General De Coordinación De Política Científica
2019;28101;;Universidad Internacional Menéndez Pelayo
2019;28102;;Servicio Español Para La Internacionalización De La Educación
2019;28103;;Centro De Investigaciones Energéticas, Medioambientales Y Tecnológicas
2019;28104;;Instituto Nacional De Investigación Y Tecnología Agraria Y Alimentaria
2019;28105;;Instituto Español De Oceanografía
2019;28106;;Instituto Geológico Y Minero De España
2019;28107;;Instituto De Salud Carlos Iii
2019;28108;;Agencia Nacional De Evaluación De La Calidad Y Acreditación
2019;28301;;Consejo Superior De Investigaciones Científicas
2019;28303;;Agencia Estatal De Investigación
2019;32;;Otras Relaciones Financieras Con Entes Territoriales
2019;32001;;Secretaría General De Financiación Autonómica Y Local. Comunidades Autónomas
2019;32002;;Secretaría General De Financiación Autonómica Y Local. Entidades Locales
2019;33;;Fondos De Compensación Interterritorial
2019;33003;;Secretaría General De Financiación Autonómica Y Local. Galicia
2019;33004;;Secretaría General De Financiación Autonómica Y Local. Andalucía
2019;33005;;Secretaría General De Financiación Autonómica Y Local. Principado De Asturias
2019;33006;;Secretaría General De Financiación Autonómica Y Local. Cantabria
2019;33008;;Secretaría General De Financiación Autonómica Y Local. Región De Murcia
2019;33009;;Secretaría General De Financiación Autonómica Y Local. Comunidad Valenciana
2019;33011;;Secretaría General De Financiación Autonómica Y Local. Castilla-La Mancha
2019;33012;;Secretaría General De Financiación Autonómica Y Local. Canarias
2019;33014;;Secretaría General De Financiación Autonómica Y Local. Extremadura
2019;33017;;Secretaría General De Financiación Autonómica Y Local. Castilla Y León
2019;33018;;Secretaría General De Financiación Autonómica Y Local. Ceuta
2019;33019;;Secretaría General De Financiación Autonómica Y Local. Melilla
2019;33020;;Secretaría General De Financiación Autonómica Y Local. Varias Cc.aa
2019;34;;Relaciones Financieras Con La Unión Europea
2019;34001;;Dirección General Fondos Comunitarios. Relaciones Financieras Con La Unión Europea
2019;35;;Fondo De Contingencia
2019;35001;;Dirección General De Presupuestos. Fondo De Contingencia
2019;36;;Sistemas De Financiación De Entes Territoriales
2019;36002;;Secretaría General De Financiación Autonómica Y Local. Cataluña
2019;36003;;Secretaría General De Financiación Autonómica Y Local. Galicia
2019;36004;;Secretaría General De Financiación Autonómica Y Local. Andalucía
2019;36005;;Secretaría General De Financiación Autonómica Y Local. Principado De Asturias
2019;36006;;Secretaría General De Financiación Autonómica Y Local. Cantabria
2019;36007;;Secretaría General De Financiación Autonómica Y Local. La Rioja
2019;36010;;Secretaría General De Financiación Autonómica Y Local. Aragón
2019;36011;;Secretaría General De Financiación Autonómica Y Local. Castilla-La Mancha
2019;36012;;Secretaría General De Financiación Autonómica Y Local. Canarias
2019;36014;;Secretaría General De Financiación Autonómica Y Local. Extremadura
2019;36017;;Secretaría General De Financiación Autonómica Y Local. Castilla Y León
2019;36018;;Secretaría General De Financiación Autonómica Y Local. Melilla
2019;36019;;Secretaría General De Financiación Autonómica Y Local. Ceuta
2019;36020;;Secretaría General De Financiación Autonómica Y Local. Varias Cc. Aa.
2019;36021;;Secretaría General De Financiación Autonómica Y Local. Entidades Locales
2019;60;;Seguridad Social
2019;60001;;Pensiones Y Prestaciones Económicas De La Seguridad Social
2019;60002;;Prestaciones  Asistenciales, Sanitarias Y Sociales Del Ingesa Y Del Imserso
2019;60003;;Dirección Y Servicios Generales De Seguridad Social Y Protección Social
2019;60004;;Ingresos De La Seguridad Social
2019;98;;Ingresos Del Estado
2019;98001;;Ingresos Del Estado
