EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2019;13102;120;;05;Cuotas sociales Mutualidad Benéfica de Funcionarios del Cuerpo Auxiliar de la Administración de Justicia;9500
2019;60004;121;;;Cotizaciones del Regimen General;95730060000
2019;60004;122;;;Cotizaciones del R.E.T. Autonomos;11507500000
2019;60004;124;;;Cotizaciones R.E. Trabajadores del Mar;384530000
2019;60004;125;;;Cotizaciones R.E. Mineria del Carbon;103060000
2019;60004;127;;;Cotizaciones de acctes. trabajo y e. p.;8266940000
2019;60004;128;;;Cotizaciones de desempleados, cese de actividad de trabajadores autónomos y bonificaciones para el fomento del empleo;7269620000
2019;19101;129;;;Otras cotizaciones;23883041210
2019;19102;129;;;Otras cotizaciones;528800000
2019;60004;129;;;Otras cotizaciones;322000000
2019;19101;129;;00;Cuota de desempleo;21643313490
2019;19101;129;;01;Cuota de formación profesional;2227376050
2019;19102;129;;02;Cuotas empresariales al Fondo de Garantía Salarial;528800000
2019;19101;129;;03;Cuota de protección por cese de actividad;12351670
2019;98001;13;;;Sobre la producción y almacenamiento de energía eléctrica y combustible;1000400000
2019;98001;130;;;Sobre el valor de la producción de la energía eléctrica;710000000
2019;98001;131;;;Sobre la producción de combustible nuclear gastado y residuos radioactivos resultantes de la generación de energía nucleoeléctrica;290400000
2019;98001;2;;;IMPUESTOS INDIRECTOS;54627000000
2019;98001;21;;;Sobre el Valor Añadido;40319000000
2019;98001;210;;;Impuesto sobre el Valor Añadido;40319000000
2019;98001;210;;00;Importaciones;16812000000
2019;98001;210;;01;Operaciones interiores;23507000000
2019;98001;22;;;Sobre consumos específicos;8563000000
2019;98001;220;;;Impuestos especiales;8563000000
2019;98001;220;;00;Sobre el alcohol y bebidas derivadas;383000000
2019;98001;220;;01;Sobre cerveza;136000000
2019;98001;220;;03;Sobre labores de tabaco;2848000000
2019;98001;220;;04;Sobre hidrocarburos;4760000000
2019;98001;220;;06;Sobre productos intermedios;10000000
2019;98001;220;;07;Sobre la electricidad;133000000
2019;98001;220;;08;Sobre carbón;293000000
2019;98001;23;;;Sobre tráfico exterior;1962000000
2019;98001;230;;;Derechos de aduana y exacciones de efecto equivalente establecidos para la importación o exportación de mercancías;1958000000
2019;98001;231;;;Exacciones reguladoras y otros gravámenes agrícolas;4000000
2019;98001;28;;;Otros impuestos indirectos;3783000000
2019;98001;281;;;Impuesto sobre las Primas de Seguros;1566000000
2019;98001;282;;;Impuesto sobre Transmisiones Patrimoniales y Actos Jurídicos Documentados;7000000
2019;98001;283;;;Impuesto sobre actividades del juego;50000000
2019;98001;283;;00;De apuestas mutuas deportivas;50000000
2019;98001;285;;;Impuesto sobre los Gases Fluorados de Efecto Invernadero;110000000
2019;98001;286;;;Impuesto sobre transacciones financieras;850000000
2019;98001;287;;;Impuesto sobre determinados Servicios Digitales;1200000000
2019;12301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;52445550
2019;12302;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;7160490
2019;13101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;13000
2019;13102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;130000
2019;13301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;10425360
2019;14101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;55149850
2019;14107;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;7700000
2019;14113;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;2444000
2019;14301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;138400
2019;15101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;157000
2019;15104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;24281000
2019;15107;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;1310500
2019;15301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;7510000
2019;15302;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;37691400
2019;16101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;971736720
2019;17101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;13073390
2019;17102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;2841000
2019;17301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;76490620
2019;17302;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;861630
2019;19101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;271288530
2019;19102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;115137610
2019;19104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;381000
2019;19301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;28000
2019;20102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;48506300
2019;20103;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;2396290
2019;20104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;4600000
2019;21101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;30000
2019;21102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;15140
2019;21103;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;6725000
2019;22101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;373000
2019;22102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;257320
2019;23101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;300000
2019;23102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;7226820
2019;23103;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;36166000
2019;23104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;70214830
2019;23105;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;86965240
2019;23106;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;29977720
2019;23107;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;20100000
2019;23108;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;8200000
2019;23109;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;8346810
2019;23110;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;42651200
2019;23111;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;170430000
2019;23301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;47970230
2019;23302;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;46472010
2019;24103;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;495000
2019;24104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;482000
2019;24105;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;15000
2019;24106;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;753850
2019;24107;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;11704000
2019;24301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;20264500
2019;24302;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;8651000
2019;24303;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;330330
2019;25101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;332000
2019;25102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;528140
2019;25103;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;20950000
2019;25104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;248200
2019;25302;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;43331710
2019;26101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;942370
2019;26106;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;30000
2019;26109;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;200000
2019;26301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;43789560
2019;27101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;3738730
2019;27102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;8495090
2019;28101;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;5138550
2019;28102;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;154200
2019;28103;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;3550010
2019;28104;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;3622000
2019;28105;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;2839390
2019;28106;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;1839000
2019;28107;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;3289210
2019;28108;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;279170
2019;28301;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;35320100
2019;28303;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;1200000
2019;60004;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;1027159990
2019;98001;3;;;TASAS, PRECIOS PUBLICOS Y OTROS INGRESOS;10977102510
2019;14107;30;;;Tasas;7050000
2019;15104;30;;;Tasas;22531000
2019;15301;30;;;Tasas;5800000
2019;15302;30;;;Tasas;270600
2019;16101;30;;;Tasas;615811060
2019;17301;30;;;Tasas;75230000
2019;17302;30;;;Tasas;482210
2019;20102;30;;;Tasas;48325000
2019;20103;30;;;Tasas;3300
2019;21101;30;;;Tasas;30000
2019;23102;30;;;Tasas;6073400
2019;23103;30;;;Tasas;31751000
2019;23104;30;;;Tasas;67597960
2019;23105;30;;;Tasas;78857500
2019;23106;30;;;Tasas;27100000
2019;23107;30;;;Tasas;19216000
2019;23108;30;;;Tasas;7250000
2019;23109;30;;;Tasas;6013730
2019;23110;30;;;Tasas;39600000
2019;23111;30;;;Tasas;205000
2019;23301;30;;;Tasas;135070
2019;23302;30;;;Tasas;46044410
2019;24103;30;;;Tasas;125000
2019;24104;30;;;Tasas;25000
2019;24107;30;;;Tasas;1925000
2019;24301;30;;;Tasas;750000
2019;24302;30;;;Tasas;1200000
2019;25302;30;;;Tasas;41500000
2019;26109;30;;;Tasas;200000
2019;26301;30;;;Tasas;43789560
2019;27102;30;;;Tasas;8353090
2019;98001;30;;;Tasas;814000000
2019;98001;300;;;Derechos por expedición de tarjetas de identidad profesional a trabajadores extranjeros;9000000
2019;98001;301;;;Canon de ocupación y aprovechamiento del dominio público marítimo-terrestre;47500000
2019;23102;302;;;Tasa por dirección e inspección de obras;172000
2019;23103;302;;;Tasa por dirección e inspección de obras;1000000
2019;23104;302;;;Tasa por dirección e inspección de obras;2750000
2019;23105;302;;;Tasa por dirección e inspección de obras;1777500
2019;23106;302;;;Tasa por dirección e inspección de obras;500000
2019;23107;302;;;Tasa por dirección e inspección de obras;800000
2019;23108;302;;;Tasa por dirección e inspección de obras;350000
2019;23109;302;;;Tasa por dirección e inspección de obras;1193870
2019;23110;302;;;Tasa por dirección e inspección de obras;500000
2019;23111;302;;;Tasa por dirección e inspección de obras;200000
2019;98001;302;;;Tasa por dirección e inspección de obras;45500000
2019;23102;302;;00;Dirección e inspección de obras;172000
2019;23103;302;;00;Dirección e inspección de obras;1000000
2019;23104;302;;00;Dirección e inspección de obras;2750000
2019;23106;302;;00;Dirección e inspección de obras;500000
2019;23107;302;;00;Dirección e inspección de obras;800000
2019;23109;302;;00;Dirección e inspección de obras;1193870
2019;23111;302;;00;Dirección e inspección de obras;200000
2019;98001;303;;;Tasa por el ejercicio de la potestad jurisdiccional en los órdenes civil, contencioso-administrativo y social;40000000
2019;98001;304;;;Tasas de expedición de D.N.I. y Pasaportes;119000000
2019;98001;304;;01;D.N.I.;64000000
2019;98001;304;;02;Pasaportes;55000000
2019;98001;305;;;Tasas consulares;91000000
2019;23102;306;;;Canon por utilización de aguas continentales para producción de energía eléctrica;182000
2019;23103;306;;;Canon por utilización de aguas continentales para producción de energía eléctrica;1200000
2019;23104;306;;;Canon por utilización de aguas continentales para producción de energía eléctrica;650000
2019;23105;306;;;Canon por utilización de aguas continentales para producción de energía eléctrica;39980
2019;23106;306;;;Canon por utilización de aguas continentales para producción de energía eléctrica;50000
2019;23107;306;;;Canon por utilización de aguas continentales para producción de energía eléctrica;120000
2019;23110;306;;;Canon por utilización de aguas continentales para producción de energía eléctrica;1500000
2019;98001;306;;;Canon por utilización de aguas continentales para producción de energía eléctrica;235000000
2019;14107;309;;;Otras tasas;7050000
2019;15104;309;;;Otras tasas;22531000
2019;15301;309;;;Otras tasas;5800000
2019;15302;309;;;Otras tasas;270600
2019;16101;309;;;Otras tasas;615811060
2019;17301;309;;;Otras tasas;75230000
2019;17302;309;;;Otras tasas;482210
2019;20102;309;;;Otras tasas;48325000
2019;20103;309;;;Otras tasas;3300
2019;21101;309;;;Otras tasas;30000
2019;23102;309;;;Otras tasas;5719400
2019;23103;309;;;Otras tasas;29551000
2019;23104;309;;;Otras tasas;64197960
2019;23105;309;;;Otras tasas;77040020
2019;23106;309;;;Otras tasas;26550000
2019;23107;309;;;Otras tasas;18296000
2019;23108;309;;;Otras tasas;6900000
2019;23109;309;;;Otras tasas;4819860
2019;23110;309;;;Otras tasas;37600000
2019;23111;309;;;Otras tasas;5000
2019;23301;309;;;Otras tasas;135070
2019;23302;309;;;Otras tasas;46044410
2019;24103;309;;;Otras tasas;125000
2019;24104;309;;;Otras tasas;25000
2019;24107;309;;;Otras tasas;1925000
2019;24301;309;;;Otras tasas;750000
2019;24302;309;;;Otras tasas;1200000
2019;25302;309;;;Otras tasas;41500000
2019;26109;309;;;Otras tasas;200000
2019;26301;309;;;Otras tasas;43789560
2019;27102;309;;;Otras tasas;8353090
2019;98001;309;;;Otras tasas;227000000
2019;98001;309;;01;Tasa del juego;6000000
2019;98001;309;;02;Tasa por reconocimientos, autorizaciones y concursos;51000000
2019;98001;309;;05;Tasa General de Telecomunicaciones;17000000
2019;98001;309;;07;Tasas por controles de sanidad exterior realizadas a carnes y productos de origen animal de países no comunitarios;9000000
2019;20102;309;;10;Tasas por determinadas actividades del organismo (20.101);47000000
2019;23103;309;;10;Canon utilización dominio público hidráulico;100000
2019;23107;309;;10;Canon de control de vertidos;8000000
2019;23110;309;;10;Canon de utilización de bienes de D.P.H.;800000
2019;23302;309;;10;Servicios generales. Desclasificación de materiales;11200
2019;98001;309;;11;Tasa por la gestión administrativa del juego;17000000
2019;15104;309;;12;Canon concesional de las Expendedurías de Tabaco y Timbre;11240000
2019;20102;309;;12;Tasas derivadas del arreglo de Madrid aportadas por la Organización Mundial de la Propiedad Intelectual (OMPI);1300000
2019;23102;309;;12;Tasa utilización bienes de dominio público;350000
2019;23103;309;;12;Tasa utilización bienes de dominio público;50000
2019;23107;309;;12;Informes;189000
2019;23109;309;;12;Navegación en embalses;2250
2019;23302;309;;12;Inspección y control de instalaciones nucleares en funcionamiento;38198640
2019;98001;309;;12;Comisión Nacional Mercados y Competencia;34000000
2019;98001;309;;13;Tasa por reserva del dominio radioeléctrico;10000000
2019;15104;309;;14;Tasa por concesión y renovación de autorizaciones de punto de venta con recargo de labores del tabaco;11100000
2019;23102;309;;14;Canon control de vertidos;4890000
2019;23103;309;;14;Canon de control de vertidos;7500000
2019;23104;309;;14;Canon de vertidos;11000000
2019;23107;309;;14;Aprovechamientos agrícolas y forestales;460000
2019;23109;309;;14;Canon de ocupación o utilización y canon de vertidos en aplicación de los art. 104 y 105 Ley de aguas;2183600
2019;23110;309;;14;Canon de vertidos;13500000
2019;23302;309;;14;Inspección y control de instalaciones radiactivas en funcionamiento;3610790
2019;15104;309;;15;Tasa por traslados, transmisiones, modificaciones, reconocimientos, revisiones y autorizaciones de o en expendedurías.;190000
2019;20102;309;;15;Tasas derivadas del arreglo de La Haya aportadas por la  Organización Mundial de la Propiedad Intelectual (OMPI);5000
2019;23104;309;;15;Canon de ocupación;8500000
2019;23106;309;;15;Canon de ocupación;275000
2019;23302;309;;15;Inspección y control del desmantelamiento de instalaciones radiactivas del ciclo del combustible;35470
2019;15104;309;;16;Tasa para el otorgamiento de concesiones de expendedurías de tabaco y timbre;1000
2019;20102;309;;16;Búsqueda de marcas a petición de la Oficina de Armonización del Mercado Interior (OAMI);20000
2019;23107;309;;16;Canon por aprovechamientos hidroeléctricos;160000
2019;23109;309;;16;Confrontación de proyectos;3340
2019;23302;309;;16;Inspección y control de cursos homologados;53740
2019;23103;309;;17;Tasa por explotación de obras;950000
2019;23106;309;;17;Canon de control de vertido;2400000
2019;23107;309;;17;Tarifa de utilización del agua;5364900
2019;23109;309;;17;Tasa explotación de obras y servicios;67010
2019;23302;309;;17;Inspección y control de transportes de sustancias nucleares y radiactivos;41650
2019;23103;309;;18;Tasa por confrontación y proyectos;1000
2019;23104;309;;18;Confrontación de proyectos;50000
2019;23106;309;;18;Tasa de informes y otras actuaciones;750000
2019;23107;309;;18;Canon de regulación;3156100
2019;23109;309;;18;Canon de aprovechamiento de materiales;44600
2019;23302;309;;18;Inspección y control de fabricación y equipos exentos;1340
2019;23103;309;;19;Tasa por informes y estudios;450000
2019;23104;309;;19;Informes y otras actuaciones;200000
2019;23109;309;;19;Tasas por informes y visitas;33430
2019;23110;309;;19;Tasa por informe y otras actuaciones;300000
2019;23302;309;;19;Inspección y control de empresas de ámbito de la protección radiológica;102550
2019;16101;309;;20;Tasas de la Jefatura de Tráfico;615811060
2019;23102;309;;20;Canon de regulación;300000
2019;23103;309;;20;Canon de regulación agua;10000000
2019;23104;309;;20;Canon de regulación;13059180
2019;23106;309;;20;Canon de regulación;13250000
2019;23109;309;;20;Canon de regulación;1903160
2019;23110;309;;20;Canon de regulación;23000000
2019;23302;309;;20;Inspección y control de empresas externas;310
2019;23103;309;;21;Tarifa de utilización de agua;7000000
2019;23104;309;;21;Tarifa utilización del Agua;25588780
2019;23106;309;;21;Tarifa de utilización del agua;8500000
2019;23103;309;;22;Canon de producción industrial;3500000
2019;23104;309;;22;Canon de producción industrial;5800000
2019;23106;309;;22;Canon de aprovechamiento hidroeléctrico;1375000
2019;23109;309;;22;Canon de producción industrial;582470
2019;23302;309;;22;Evaluación e informes de seguimiento de residuos;382850
2019;23102;309;;23;Salto pie de presa;175000
2019;23302;309;;24;Servicios Generales de instalaciones radiactivas;1326820
2019;23302;309;;25;Servicios Generales desmantelamiento de instalaciones radiactivas;39410
2019;23302;309;;26;Servicios Generales de licencias;1134300
2019;23302;309;;27;Servicios Generales de homologación de programas académicos;30450
2019;23102;309;;28;Confrontación de obras y proyectos;3000
2019;23302;309;;28;Servicios Generales de transportes;22390
2019;23102;309;;29;Infracciones y otras actuaciones;1400
2019;23302;309;;29;Servicios Generales de fabricación o exención de equipos;232870
2019;23302;309;;31;Servicios Generales de empresas del ámbito de la protección radiológica;69860
2019;15301;309;;32;Tasa de supervisión, análisis, asesoramiento y seguimiento de la política fiscal;5800000
2019;23302;309;;33;Inspección y control desmantelamiento de II.NN.;749770
2019;23105;309;;60;Canon de regulación industrial;40499820
2019;23105;309;;61;Canon de regulación: usos industriales;2190180
2019;23105;309;;62;Aprovechamientos Hidroeléctricos Centrales Propias;215290
2019;23105;309;;63;Canon de regulación: aprovechamientos hidroeléctricos a pie de presa;7035300
2019;23105;309;;64;Canon de regulación: aprovechamientos hidroeléctricos aguas fluyentes;370540
2019;23105;309;;66;Abastecimiento zona Jaén;2073610
2019;23105;309;;67;Otros abastecimientos;14406390
2019;23105;309;;70;Tasa de explotación de obras y servicios;1934690
2019;23105;309;;71;Canon de ocupación o utilización;115520
2019;23105;309;;72;Tasa redacción de proyectos y confrontación;18750
2019;23105;309;;73;Tasas de informes y estudios;547080
2019;23105;309;;74;Canon de control de vertidos;7632850
2019;27102;309;;91;Tasas Roac;110200
2019;14107;309;;99;Otras;7050000
2019;17302;309;;99;Otras;482210
2019;20103;309;;99;Otras;3300
2019;23107;309;;99;Otras;966000
2019;23111;309;;99;Otras;5000
2019;24103;309;;99;Otras;125000
2019;24104;309;;99;Otras;25000
2019;24107;309;;99;Otras;1925000
2019;24301;309;;99;Otras;750000
2019;24302;309;;99;Otras;1200000
2019;25302;309;;99;Otras;41500000
2019;26109;309;;99;Otras;200000
2019;26301;309;;99;Otras;43789560
2019;27102;309;;99;Otras;8242890
2019;98001;309;;99;Otras;83000000
2019;14101;31;;;Precios Públicos;32600000
2019;15101;31;;;Precios Públicos;100000
2019;15301;31;;;Precios Públicos;1710000
2019;17101;31;;;Precios Públicos;300000
2019;17301;31;;;Precios Públicos;100000
2019;20103;31;;;Precios Públicos;2372290
2019;20104;31;;;Precios Públicos;400000
2019;21103;31;;;Precios Públicos;25000
2019;22101;31;;;Precios Públicos;230000
2019;23101;31;;;Precios Públicos;16000
2019;23111;31;;;Precios Públicos;168560000
2019;23301;31;;;Precios Públicos;1655500
2019;23302;31;;;Precios Públicos;295000
2019;24103;31;;;Precios Públicos;354000
2019;24104;31;;;Precios Públicos;394000
2019;24106;31;;;Precios Públicos;74860
2019;24107;31;;;Precios Públicos;8096000
2019;24301;31;;;Precios Públicos;19320500
2019;24302;31;;;Precios Públicos;5600000
2019;25101;31;;;Precios Públicos;28000
2019;25103;31;;;Precios Públicos;20500000
2019;26101;31;;;Precios Públicos;550000
2019;26106;31;;;Precios Públicos;10000
2019;28101;31;;;Precios Públicos;5138550
2019;28102;31;;;Precios Públicos;105200
2019;28104;31;;;Precios Públicos;340000
2019;28107;31;;;Precios Públicos;3000000
2019;28301;31;;;Precios Públicos;2500000
2019;28303;31;;;Precios Públicos;900000
2019;60004;31;;;Precios Públicos;22500
2019;98001;31;;;Precios Públicos;202000
2019;15101;310;;;Derechos de matrícula en cursos y seminarios;40000
2019;22101;310;;;Derechos de matrícula en cursos y seminarios;200000
2019;23101;310;;;Derechos de matrícula en cursos y seminarios;8000
2019;24106;310;;;Derechos de matrícula en cursos y seminarios;27100
2019;24107;310;;;Derechos de matrícula en cursos y seminarios;44000
2019;24301;310;;;Derechos de matrícula en cursos y seminarios;250000
2019;25101;310;;;Derechos de matrícula en cursos y seminarios;25000
2019;28101;310;;;Derechos de matrícula en cursos y seminarios;3207230
2019;28104;310;;;Derechos de matrícula en cursos y seminarios;15000
2019;28301;310;;;Derechos de matrícula en cursos y seminarios;200000
2019;98001;310;;;Derechos de matrícula en cursos y seminarios;200000
2019;21103;311;;;Entradas a museos, exposiciones, espectáculos, etc.;25000
2019;24103;311;;;Entradas a museos, exposiciones, espectáculos, etc.;234000
2019;24107;311;;;Entradas a museos, exposiciones, espectáculos, etc.;7920000
2019;24301;311;;;Entradas a museos, exposiciones, espectáculos, etc.;19060500
2019;24302;311;;;Entradas a museos, exposiciones, espectáculos, etc.;5600000
2019;25103;311;;;Entradas a museos, exposiciones, espectáculos, etc.;20500000
2019;28301;311;;;Entradas a museos, exposiciones, espectáculos, etc.;2300000
2019;98001;311;;;Entradas a museos, exposiciones, espectáculos, etc.;1000
2019;25103;311;;00;Consejo de Administración del Patrimonio Nacional;16700000
2019;25103;311;;01;Reales Patronatos;3800000
2019;22101;317;;;Cursos impartidos para otros Entes Públicos.;30000
2019;14101;319;;;Otros precios públicos;32600000
2019;15101;319;;;Otros precios públicos;60000
2019;15301;319;;;Otros precios públicos;1710000
2019;17101;319;;;Otros precios públicos;300000
2019;17301;319;;;Otros precios públicos;100000
2019;20103;319;;;Otros precios públicos;2372290
2019;20104;319;;;Otros precios públicos;400000
2019;23101;319;;;Otros precios públicos;8000
2019;23111;319;;;Otros precios públicos;168560000
2019;23301;319;;;Otros precios públicos;1655500
2019;23302;319;;;Otros precios públicos;295000
2019;24103;319;;;Otros precios públicos;120000
2019;24104;319;;;Otros precios públicos;394000
2019;24106;319;;;Otros precios públicos;47760
2019;24107;319;;;Otros precios públicos;132000
2019;24301;319;;;Otros precios públicos;10000
2019;25101;319;;;Otros precios públicos;3000
2019;26101;319;;;Otros precios públicos;550000
2019;26106;319;;;Otros precios públicos;10000
2019;28101;319;;;Otros precios públicos;1931320
2019;28102;319;;;Otros precios públicos;105200
2019;28104;319;;;Otros precios públicos;325000
2019;28107;319;;;Otros precios públicos;3000000
2019;28303;319;;;Otros precios públicos;900000
2019;60004;319;;;Otros precios públicos;22500
2019;98001;319;;;Otros precios públicos;1000
2019;15301;319;;01;Estudios realizados por la AIREF;1710000
2019;12301;32;;;Otros ingresos procedentes de prestación de servicios;52145550
2019;14101;32;;;Otros ingresos procedentes de prestación de servicios;11500000
2019;14113;32;;;Otros ingresos procedentes de prestación de servicios;1452000
