EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2016;01;;Casa De Su Majestad El Rey
2016;01001;;Casa De Su Majestad El Rey
2016;02;;Cortes Generales
2016;02001;;Cortes Generales
2016;02002;;Congreso De Los Diputados
2016;02003;;Senado
2016;02004;;Junta Electoral Central
2016;02005;;Defensor Del Pueblo
2016;03;;Tribunal De Cuentas
2016;03001;;Tribunal, Fiscalía Y Servicios Generales
2016;04;;Tribunal Constitucional
2016;04001;;Tribunal Constitucional
2016;05;;Consejo De Estado
2016;05001;;Consejo De Estado
2016;06;;Deuda Pública
2016;06001;;Bonos, Obligaciones Y Otras Deudas
2016;06002;;Préstamos
2016;06003;;Letras Del Tesoro
2016;06004;;Deudas Asumidas
2016;06005;;Obligaciones Diversas
2016;07;;Clases Pasivas
2016;07001;;Pensiones Y Otras Prestaciones De Clases Pasivas
2016;08;;Consejo General Del Poder Judicial
2016;08001;;Consejo General Del Poder Judicial
2016;12;;Ministerio De Asuntos Exteriores Y De Cooperación
2016;12001;;Ministerio, Subsecretaría Y Servicios Generales
2016;12002;;Secretaría De Estado Para La Unión Europea
2016;12003;;Secretaría De Estado De Cooperación Internacional Y Para Iberoamérica
2016;12004;;Secretaría De Estado De Asuntos Exteriores
2016;12301;;Instituto Cervantes
2016;12401;;Agencia Española De Cooperación Internacional Para El Desarrollo
2016;13;;Ministerio De Justicia
2016;13001;;Ministerio, Subsecretaría Y Servicios Generales
2016;13002;;Secretaría General De La Administración De Justicia
2016;13003;;Dirección General De Los Registros Y Del Notariado
2016;13004;;Abogacía General Del Estado-Dirección Del Servicio Juridico Del Estado
2016;13005;;Secretaría General De La Administración De Justicia. Fiscalía General Del Estado
2016;13006;;Secretaría General De La Administración De Justicia-Ministerio Fiscal
2016;13101;;Centro De Estudios Jurídicos
2016;13102;;Mutualidad General Judicial
2016;13301;;Agencia Española De Protección De Datos
2016;14;;Ministerio De Defensa
2016;14001;;Ministerio Y Subsecretaría
2016;14002;;Cuartel General Del Emad
2016;14003;;Secretaría De Estado De La Defensa
2016;14012;;Ejército De Tierra
2016;14017;;Armada
2016;14022;;Ejército Del Aire
2016;14101;;Instituto Nacional De Técnica Aeroespacial Esteban Terradas
2016;14107;;Instituto De Vivienda, Infraestructura Y Equipamiento De La Defensa
2016;14113;;Instituto Social De Las Fuerzas Armadas
2016;15;;Ministerio De Hacienda Y Administraciones Públicas
2016;15001;;Ministerio, Subsecretaría Y Servicios Generales
2016;15002;;Secretaría General Técnica
2016;15004;;Dirección General Del Patrimonio Del Estado
2016;15005;;Secretaría De Estado De Hacienda
2016;15006;;Dirección General De Racionalización Y Centralización De La Contratación
2016;15007;;Dirección General De Tributos
2016;15008;;Dirección General Del Catastro
2016;15009;;Tribunal Económico-Administrativo Central
2016;15010;;Dirección General De Ordenación Del Juego
2016;15011;;Intervención General De La Administración Del Estado
2016;15012;;Secretaría De Estado De Presupuestos Y Gastos
2016;15013;;Dirección General De Costes De Personal Y Pensiones Públicas
2016;15014;;Dirección General De Fondos Comunitarios
2016;15015;;Dirección General De Presupuestos
2016;15022;;Secretaría General De Coordinación Autonómica Y Local
2016;15026;;Secretaría De Estado De Administraciones Públicas
2016;15027;;Dirección General De Coordinación De Competencias Con Las Comunidades Autónomas Y Las Entidades Locales
2016;15028;;Dirección General De Coordinación De La Administración Periférica Del Estado
2016;15029;;Dirección De Tecnologías De La Información Y Las Comunicaciones
2016;15101;;Instituto De Estudios Fiscales
2016;15102;;Instituto Nacional De Administración Pública
2016;15104;;Comisionado Para El Mercado De Tabacos
2016;15106;;Mutualidad General De Funcionarios Civiles Del Estado
2016;15107;;Parque Móvil Del Estado
2016;15301;;Autoridad Independiente De Responsabilidad Fiscal
2016;15302;;Agencia Estatal De Administración Tributaria
2016;15304;;Consejo De Transparencia Y Buen Gobierno
