EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2013;01;;Casa De Su Majestad El Rey
2013;01001;;Casa De Su Majestad El Rey
2013;02;;Cortes Generales
2013;02001;;Cortes Generales
2013;02002;;Congreso De Los Diputados
2013;02003;;Senado
2013;02004;;Junta Electoral Central
2013;02005;;Defensor Del Pueblo
2013;03;;Tribunal De Cuentas
2013;03001;;Tribunal, Fiscalía Y Servicios Generales
2013;04;;Tribunal Constitucional
2013;04001;;Tribunal Constitucional
2013;05;;Consejo De Estado
2013;05001;;Consejo De Estado
2013;06;;Deuda Pública
2013;06001;;Bonos, Obligaciones Y Otras Deudas
2013;06002;;Préstamos
2013;06003;;Letras Del Tesoro
2013;06004;;Deudas Asumidas
2013;06005;;Obligaciones Diversas
2013;07;;Clases Pasivas
2013;07001;;Haberes Pasivos De Carácter Civil Y Militar
2013;07002;;Pensiones E Indemnizaciones De Clases Pasivas
2013;07003;;Pensiones Indemnizatorias De Carácter Civil Y Militar
2013;08;;Consejo General Del Poder Judicial
2013;08001;;Consejo General Del Poder Judicial
2013;12;;Ministerio De Asuntos Exteriores Y De Cooperación
2013;12001;;Ministerio, Subsecretaría Y Servicios Generales
2013;12002;;Secretaría De Estado Para La Unión Europea
2013;12003;;Secretaría De Estado De Cooperación Internacional Y Para Iberoamérica
2013;12004;;Secretaría De Estado De Asuntos Exteriores
2013;12301;;Instituto Cervantes
2013;12401;;Ag. Española De Cooperación Internacional Para El Desarrollo
2013;13;;Ministerio De Justicia
2013;13001;;Ministerio, Subsecretaría Y Servicios Generales
2013;13002;;Secretaría General De La Administración De Justicia
2013;13003;;Dirección General De Los Registros Y Del Notariado
2013;13004;;Abogacía General Del Estado-Dirección Del Servicio Juridico Del Estado
2013;13005;;Secretaría General De La Administración De Justicia. Fiscalía General Del Estado
2013;13006;;Secretaría General De La Administración De Justicia-Ministerio Fiscal
2013;13101;;Centro De Estudios Jurídicos
2013;13102;;Mutualidad General Judicial
2013;13301;;Agencia Española De Protección De Datos
2013;14;;Ministerio De Defensa
2013;14001;;Ministerio Y Subsecretaría
2013;14002;;Cuartel General Del Emad
2013;14003;;Secretaría De Estado De La Defensa
2013;14012;;Ejército De Tierra
2013;14017;;Armada
2013;14022;;Ejército Del Aire
2013;14104;;Cría Caballar De Las Fuerzas Armadas
2013;14107;;Instituto De Vivienda, Infraestructura Y Equipamiento De La Defensa
2013;14111;;Canal De Experiencias Hidrodinámicas De El Pardo
2013;14113;;Instituto Social De Las Fuerzas Armadas
2013;14204;;Servicio Militar De Construcciones
2013;14205;;Instituto Nacional De Técnica Aeroespacial Esteban Terradas
2013;15;;Ministerio De Hacienda Y Administraciones Públicas
2013;15001;;Ministerio, Subsecretaría Y Servicios Generales
2013;15002;;Secretaría General Técnica
2013;15003;;Inspección General
2013;15004;;Dirección General Del Patrimonio Del Estado
2013;15005;;Secretaría De Estado De Hacienda
2013;15007;;Dirección General De Tributos
2013;15008;;Dirección General Del Catastro
2013;15009;;Tribunal Económico-Administrativo Central
2013;15010;;Dirección General De Ordenación Del Juego
2013;15011;;Intervención General De La Administración Del Estado
2013;15012;;Secretaría De Estado De Presupuestos Y Gastos
2013;15013;;Dirección General De Costes De Personal Y Pensiones Públicas
2013;15014;;Dirección General De Fondos Comunitarios
2013;15015;;Dirección General De Presupuestos
2013;15022;;Secretaría General De Coordinación Autonómica Y Local
2013;15026;;Secretaría De Estado De Administraciones Públicas
2013;15027;;Dirección General De Coordinación De Competencias Con Las Cc.aa. Y Las Ee.ll.
2013;15028;;Dir. General De Coordinación De La Administración Periférica Del Estado
2013;15101;;Instituto De Estudios Fiscales
2013;15102;;Instituto Nacional De Administración Pública
2013;15104;;Comisionado Para El Mercado De Tabacos
2013;15106;;Mutualidad General De Funcionarios Civiles Del Estado
2013;15202;;Parque Móvil Del Estado
2013;15302;;Agencia Estatal De Administración Tributaria
2013;15401;;Ag. Est. De Evaluación De Políticas Públicas Y Calidad De Los Servicios
2013;16;;Ministerio Del Interior
2013;16001;;Ministerio, Subsecretaría Y Servicios Generales
2013;16002;;Secretaría De Estado De Seguridad
2013;16003;;Dirección General De La Policía
2013;16004;;Dirección General De La Guardia Civil
2013;16005;;Secretaría General De Instituciones Penitenciarias
2013;16101;;Jefatura De Tráfico
2013;16102;;Gerencia De Infraestr. Y Equipam. De La Seguridad Del Estado
2013;16201;;Trabajo Penitenciario Y Formación Para El Empleo
2013;17;;Ministerio De Fomento
2013;17001;;Ministerio, Subsecretaría Y Servicios Generales
2013;17002;;Dirección General De Programación Económica Y Presupuestos
2013;17003;;Secretaría General Técnica
2013;17009;;Dirección General De Arquitectura, Vivienda Y Suelo
2013;17018;;Dirección General Del Instituto Geográfico Nacional
2013;17020;;Secretaría De Estado De Infraestructuras, Transporte Y Vivienda
2013;17032;;Dirección General De Marina Mercante
2013;17034;;Dirección General De Aviación Civil
2013;17038;;Dirección General De Carreteras
2013;17039;;Dirección General De Transporte Terrestre
2013;17040;;Dirección General De Ferrocarriles
2013;17238;;Centro De Estudios Y Experimentación De Obras Públicas
2013;17239;;Centro Nacional De Información Geográfica
2013;17401;;Agencia Estatal De Seguridad Aérea
2013;18;;Ministerio De Educación, Cultura Y Deporte
2013;18001;;Ministerio, Subsecretaría Y Servicios Generales
2013;18002;;Secretaría General Tecnica
2013;18003;;Secret. De Estado De Educación, Formación Profesional Y Universidades
2013;18004;;Dirección General De Evaluación Y Cooperación Territorial
2013;18005;;Dirección General De Formación Profesional
