EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2015;20012;;Secretaría De Estado De Telecomunicaciones Y Para La Sociedad De La Información
2015;20015;;Secretaría General De Industria Y De La Pequeña Y Mediana Empresa
2015;20016;;Dirección General De Industria Y De La Pequeña Y Mediana Empresa
2015;20018;;Secretaría De Estado De Energía
2015;20019;;Dirección General De Política Energética Y Minas
2015;20101;;Instituto Para La Reestructuración De La Minería Del Carbón Y Desarrollo Alternativo De Las Comarcas Mineras
2015;20102;;Oficina Española De Patentes Y Marcas
2015;20103;;Centro Español De Metrología
2015;20104;;Instituto De Turismo De España
2015;20302;;Consejo De Seguridad Nuclear
2015;23;;Ministerio De Agricultura, Alimentación Y Medio Ambiente
2015;23001;;Ministerio, Subsecretaría Y Servicios Generales
2015;23002;;Secretaría General Técnica
2015;23004;;Secretaría De Estado De Medio Ambiente
2015;23005;;Dirección General Del Agua
2015;23006;;Dirección General De Sostenibilidad De La Costa Y El Mar
2015;23008;;Dirección General De Calidad Y Evaluación Ambiental Y Medio Natural
2015;23010;;Oficina Española Del Cambio Climático
2015;23011;;Secretaría General De Agricultura Y Alimentación
2015;23012;;Dirección General De Producciones Y Mercados Agrarios
2015;23013;;Dirección General De Servicios
2015;23014;;Dirección General De La Industria Alimentaria
2015;23015;;Secretaría General De Pesca
2015;23016;;Dirección General De Ordenación Pesquera
2015;23017;;Dirección General De Recursos Pesqueros Y Acuicultura
2015;23018;;Dirección General De Desarrollo Rural Y Política Forestal
2015;23019;;Dirección General De Sanidad De La Producción Agraria
2015;23101;;Parques Nacionales
2015;23102;;Confederación Hidrográfica Del Cantábrico
2015;23103;;Confederación Hidrográfica Del Duero
2015;23104;;Confederación Hidrográfica Del Ebro
2015;23105;;Confederación Hidrográfica Del Guadalquivir
2015;23106;;Confederación Hidrográfica Del Guadiana
2015;23107;;Confederación Hidrográfica Del Júcar
2015;23108;;Confederación Hidrográfica Del Miño-Sil
2015;23109;;Confederación Hidrográfica Del Segura
2015;23110;;Confederación Hidrográfica Del Tajo
2015;23111;;Mancomunidad De Los Canales Del Taibilla
2015;23112;;Agencia De Información Y Control Alimentarios
2015;23113;;Entidad Estatal De Seguros Agrarios
2015;23114;;Fondo Español De Garantía Agraria
2015;23401;;Agencia Estatal De Meteorología
2015;25;;Ministerio De La Presidencia
2015;25001;;Presidente Del Gobierno
2015;25002;;Ministerio Y Servicios Generales
2015;25003;;Portavoz Del Gobierno
2015;25101;;Centro De Estudios Políticos Y Constitucionales
2015;25102;;Centro De Investigaciones Sociológicas
2015;25103;;Consejo De Administración Del Patrimonio Nacional
2015;25301;;Centro Nacional De Inteligencia
2015;25401;;Agencia Estatal Boletín Oficial Del Estado
2015;26;;Ministerio De Sanidad, Servicios Sociales E Igualdad
2015;26001;;Ministerio Y Subsecretaría
2015;26002;;Secretaría General Técnica
2015;26004;;Secretaría General De Sanidad Y Consumo
2015;26007;;Dirección General De Salud Pública, Calidad E Innovación
2015;26009;;Dirección General De Cartera Básica De Servicios Del Sistema Nacional De Salud Y Farmacia
2015;26012;;Dirección General De Ordenación Profesional
2015;26015;;Secretaría De Estado De Servicios Sociales E Igualdad
2015;26016;;Dirección General De Servicios Para La Familia Y La Infancia
2015;26017;;Dirección General De Políticas De Apoyo A La Discapacidad
2015;26018;;Delegación Del Gobierno Para El Plan Nacional Sobre Drogas
2015;26022;;Delegación Del Gobierno Para La Violencia De Género
2015;26101;;Instituto De La Juventud
2015;26105;;Organización Nacional De Trasplantes
2015;26106;;Real Patronato Sobre Discapacidad
2015;26107;;Instituto De La Mujer Y Para La Igualdad De Oportunidades
2015;26108;;Consejo De La Juventud De España
2015;26109;;Agencia Española De Consumo, Seguridad Alimentaria Y Nutrición
2015;26401;;Agencia Española De Medicamentos Y Productos Sanitarios
2015;27;;Ministerio De Economía Y Competitividad
2015;27001;;Ministerio, Subsecretaría Y Servicios Generales
2015;27002;;Secretaría General Técnica
2015;27003;;Secretaría De Estado De Economía Y Apoyo A La Empresa
2015;27004;;Secretaría General Del Tesoro Y Política Financiera
2015;27005;;Dirección General De Política Económica
2015;27006;;Dirección General De Análisis Macroeconómico Y Economía Internacional
2015;27007;;Dirección General De Seguros Y Fondos De Pensiones
2015;27008;;Secretaría De Estado De Comercio
2015;27009;;Dirección General De Comercio Internacional E Inversiones
2015;27010;;Dirección General De Comercio Interior
2015;27011;;Secretaría De Estado De Investigación, Desarrollo E Innovación
2015;27012;;Secretaría General De Ciencia, Tecnología E Innovación
2015;27013;;Dirección General De Investigación Científica Y Técnica
2015;27014;;Dirección General De Innovación Y Competitividad
2015;27101;;Instituto Nacional De Estadística
2015;27102;;Instituto De Contabilidad Y Auditoría De Cuentas
2015;27103;;Centro De Investigaciones Energéticas, Medioambientales Y Tecnológicas
2015;27104;;Instituto Nacional De Investigación Y Tecnología Agraria Y Alimentaria
2015;27105;;Instituto Español De Oceanografía
2015;27106;;Instituto Geológico Y Minero De España
2015;27107;;Instituto De Salud Carlos Iii
2015;27302;;Comisión Nacional De Los Mercados Y La Competencia
2015;27401;;Consejo Superior De Investigaciones Científicas
2015;31;;Gastos De Diversos Ministerios
2015;31002;;Dirección General De Presupuestos. Gastos De Los Departamentos Ministeriales
2015;31003;;Dirección General Del Patrimonio Del Estado
2015;31004;;Subsecretaría De Hacienda
2015;31005;;Dirección General De Racionalización Y Centralización De La Contratación
2015;32;;Otras Relaciones Financieras Con Entes Territoriales
2015;32001;;Secretaría General De Coordinación Autonómica Y Local. Comunidades Autónomas
2015;32002;;Secretaría General De Coordinación Autonómica Y Local. Entidades Locales
2015;33;;Fondos De Compensación Interterritorial
2015;33003;;Secretaría General De Coordinación Autonómica Y Local. Galicia
2015;33004;;Secretaría General De Coordinación Autonómica Y Local. Andalucía
2015;33005;;Secretaría General De Coordinación Autonómica Y Local. Principado De Asturias
2015;33006;;Secretaría General De Coordinación Autonómica Y Local. Cantabria
2015;33008;;Secretaría General De Coordinación Autonómica Y Local. Región De Murcia
2015;33009;;Secretaría General De Coordinación Autonómica Y Local. Comunidad Valenciana
2015;33011;;Secretaría General De Coordinación Autonómica Y Local. Castilla-La Mancha
2015;33012;;Secretaría General De Coordinación Autonómica Y Local. Canarias
2015;33014;;Secretaría General De Coordinación Autonómica Y Local. Extremadura
2015;33017;;Secretaría General De Coordinación Autonómica Y Local. Castilla Y León
2015;33018;;Secretaría General De Coordinación Autonómica Y Local. Melilla
2015;33019;;Secretaría General De Coordinación Autonómica Y Local. Ceuta
2015;33020;;Secretaría General De Coordinación Autonómica Y Local. Varias Cc.aa
2015;34;;Relaciones Financieras Con La Unión Europea
2015;34001;;Dirección General Fondos Comunitarios. Relaciones Financieras Con La Unión Europea
2015;35;;Fondo De Contingencia
2015;35001;;Dirección General De Presupuestos. Fondo De Contingencia
2015;36;;Sistemas De Financiación De Entes Territoriales
2015;36002;;Secretaría General De Coordinación Autonómica Y Local. Cataluña
2015;36003;;Secretaría General De Coordinación Autonómica Y Local. Galicia
2015;36004;;Secretaría General De Coordinación Autonómica Y Local. Andalucía
2015;36005;;Secretaría General De Coordinación Autonómica Y Local. Principado De Asturias
2015;36006;;Secretaría General De Coordinación Autonómica Y Local. Cantabria
2015;36007;;Secretaría General De Coordinación Autonómica Y Local. La Rioja
2015;36010;;Secretaría General De Coordinación Autonómica Y Local. Aragón
2015;36011;;Secretaría General De Coordinación Autonómica Y Local. Castilla-La Mancha
2015;36012;;Secretaría General De Coordinación Autonómica Y Local. Canarias
2015;36014;;Secretaría General De Coordinación Autonómica Y Local. Extremadura
2015;36017;;Secretaría General De Coordinación Autonómica Y Local. Castilla Y León
2015;36018;;Secretaría General De Coordinación Autonómica Y Local. Melilla
2015;36019;;Secretaría General De Coordinación Autonómica Y Local. Ceuta
2015;36020;;Secretaría General De Coordinación Autonómica Y Local. Varias Cc. Aa.
2015;36021;;Secretaría General De Coordinación Autonómica Y Local. Entidades Locales
2015;60;;Seguridad Social
2015;60001;;Pensiones Y Prestaciones Económicas De La Seguridad Social
2015;60002;;Prestaciones  Asistenciales, Sanitarias Y Sociales Del Ingesa Y Del Imserso
2015;60003;;Dirección Y Servicios Generales De Seguridad Social Y Protección Social
2015;60004;;Ingresos De La Seguridad Social
2015;98;;Ingresos Del Estado
2015;98001;;Ingresos Del Estado
