EJERCICIO;CENTRO GESTOR;ECONOMICA;FINANCIACION;ITEM;DESCRIPCION;IMPORTE
2023;13102;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;120419460
2023;14113;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;803676710
2023;15106;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;1847830230
2023;19101;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;27211428510
2023;19102;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;513400000
2023;60004;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;152075014420
2023;98001;1;;;IMPUESTOS DIRECTOS Y COTIZACIONES SOCIALES;86428535020
2023;98001;10;;;Sobre la renta;82829187100
2023;98001;100;;;De las personas físicas;51629205710
2023;98001;100;;00;Impuesto sobre la Renta de las Personas Físicas;51957705710
2023;98001;100;;99;Asignación tributaria a la Iglesia Católica y otros fines sociales;-328500000
2023;98001;101;;;De sociedades;28518579620
2023;98001;101;;00;Impuesto sobre Sociedades;28518579620
2023;98001;102;;;De no residentes;2681401770
2023;98001;102;;00;Impuesto sobre la Renta de no Residentes;2681401770
2023;98001;11;;;Sobre el capital;196347920
2023;98001;119;;;Otros impuestos sobre el capital;196347920
2023;98001;119;;00;Impuesto sobre Sucesiones y Donaciones;124762740
2023;98001;119;;01;Impuesto sobre el Patrimonio;71585180
2023;13102;12;;;Cotizaciones sociales;120419460
2023;14113;12;;;Cotizaciones sociales;803676710
2023;15106;12;;;Cotizaciones sociales;1847830230
2023;19101;12;;;Cotizaciones sociales;27211428510
2023;19102;12;;;Cotizaciones sociales;513400000
2023;60004;12;;;Cotizaciones sociales;152075014420
2023;98001;12;;;Cotizaciones sociales;1950000000
2023;13102;120;;;Cotizaciones de los regímenes especiales de funcionarios;120419460
2023;14113;120;;;Cotizaciones de los regímenes especiales de funcionarios;803676710
2023;15106;120;;;Cotizaciones de los regímenes especiales de funcionarios;1847830230
2023;98001;120;;;Cotizaciones de los regímenes especiales de funcionarios;771613740
2023;98001;120;;00;Cuotas de Derechos Pasivos;771613740
2023;13102;120;;01;Cuotas de funcionarios a Mutualidades;26955160
2023;14113;120;;01;Cuotas de funcionarios a Mutualidades;103684870
2023;15106;120;;01;Cuotas de funcionarios a Mutualidades;360125770
2023;13102;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;93440300
2023;14113;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;699991840
2023;15106;120;;02;Aportación obligatoria del Estado a las Mutualidades de funcionarios;1487704460
2023;13102;120;;03;Cuotas sociales Mutualidad Benéfica de Funcionarios de la Justicia Municipal;7000
2023;13102;120;;04;Cuotas sociales de Previsión de Funcionarios de la Administración de Justicia;9000
2023;13102;120;;05;Cuotas sociales Mutualidad Benéfica de Funcionarios del Cuerpo Auxiliar de la Administración de Justicia;8000
2023;60004;121;;;Cotizaciones del Regimen General;116329400000
2023;60004;122;;;Cotizaciones del R.E.T. Autonomos;12037960000
2023;60004;123;;;Cotizaciones por mecanismo de equidad intergeneracional;2793160000
2023;60004;124;;;Cotizaciones R.E. Trabajadores del Mar;405830000
2023;60004;125;;;Cotizaciones R.E. Mineria del Carbon;68750000
2023;60004;127;;;Cotizaciones de acctes. trabajo y e. p.;11626220000
2023;60004;128;;;Cotizaciones de desempleados, cese de actividad de trabajadores autónomos y bonificaciones para el fomento del empleo;8427324420
2023;19101;129;;;Otras cotizaciones;27211428510
2023;19102;129;;;Otras cotizaciones;513400000
2023;60004;129;;;Otras cotizaciones;386370000
2023;98001;129;;;Otras cotizaciones;1178386260
