EJERCICIO;GASTO/INGRESO;CAPITULO;ARTICULO;CONCEPTO;SUBCONCEPTO;DESCRIPCION CORTA;DESCRIPCION LARGA
2023;G;1;;;;;Gastos de personal
2023;G;1;10;;;;Altos cargos
2023;G;1;10;100;;;Retribuciones básicas y otras remuneraciones
2023;G;1;10;101/02002;;;Asignación Constitucional Señores Diputados
2023;G;1;10;101/02003;;;Asignación Constitucional Señores Senadores
2023;G;1;10;101/02005;;;Retribuciones básicas y otras remuneraciones de Altos Cargos
2023;G;1;11;;;;Personal eventual
2023;G;1;11;110;;;Retribuciones básicas y otras remuneraciones
2023;G;1;11;111;;;Personal eventual de las Cortes
2023;G;1;12;;;;Funcionarios
2023;G;1;12;120;;;Retribuciones básicas
2023;G;1;12;121;;;Retribuciones complementarias
2023;G;1;12;122;;;Retribuciones en especie
2023;G;1;12;123;;;Indemnizaciones percibidas por destino en el extranjero
2023;G;1;12;124;;;Retribuciones de funcionarios en prácticas
2023;G;1;12;125/02001;;;Retribuciones básicas y complementarias de Funcionarios de las Cortes
2023;G;1;12;125/02002;;;Retribuciones básicas y complementarias de Funcionarios de las Cortes
2023;G;1;12;125/02005;;;Retribuciones básicas y complementarias de Funcionarios de las Cortes
2023;G;1;12;125/13002;;;Para retribuir al personal sustituto de la Administración de Justicia
2023;G;1;12;125/13003;;;Para retribuir al personal sustituto de la Administración de Justicia
2023;G;1;12;125/13006;;;Para retribuir al personal sustituto de la Administración de Justicia
2023;G;1;12;126;;;Retribuciones básicas y complementarias del CNI
2023;G;1;12;127;;;Contribuciones a planes de pensiones
2023;G;1;12;128;;;Gastos originados por participación de las Fuerzas Armadas en operaciones de mantenimiento de la paz
2023;G;1;13;;;;Laborales
2023;G;1;13;130;;;Laboral fijo
2023;G;1;13;131;;;Laboral eventual
2023;G;1;13;132;;;Retribuciones en especie
2023;G;1;13;133/15002;;;Laboral en el extranjero
2023;G;1;13;133/20007;;;Laborales en el extranjero
2023;G;1;13;135;;;Retribuciones del personal laboral de las Cortes
2023;G;1;13;137;;;Contribuciones a planes de pensiones
2023;G;1;14;;;;Otro personal
2023;G;1;14;143;;;Otro personal
2023;G;1;14;145;;;Otro Personal del Defensor del Pueblo
2023;G;1;15;;;;Incentivos al rendimiento
2023;G;1;15;150;;;Productividad
2023;G;1;15;151;;;Gratificaciones
2023;G;1;15;152/13102;;;Otros incentivos al rendimiento
2023;G;1;15;152/14001;;;Productividad del Personal Estatutario
2023;G;1;15;153;;;Complemento de dedicación especial
2023;G;1;15;154/25103;;;Otras gratificaciones por Actos de Estado
2023;G;1;15;154/26105;;;Productividad personal estatutario factor fijo
2023;G;1;15;155/15026;;;Participación del personal en los programas de calidad regulados en el Real Decreto 951/2005, de 29 de julio
2023;G;1;15;155/26105;;;Productividad personal estatutario factor variable.
2023;G;1;16;;;;Cuotas, prestaciones y gastos sociales a cargo del empleador
2023;G;1;16;160;;;Cuotas sociales
2023;G;1;16;162;;;Gastos sociales del personal
2023;G;1;16;165;;;Cuotas, prestaciones y gastos sociales a cargo del empleador
2023;G;1;17;;;;Gastos de personal. Presidencia española del Consejo de la Unión Europea
2023;G;1;17;178;;;Gastos de personal. Presidencia española del Consejo de la Unión Europea
2023;G;1;18;;;;Obligaciones de ejercicios anteriores
2023;G;1;19;;;;Gastos de personal. Mecanismo de Recuperación y Resiliencia
2023;G;1;19;190/18050;;;Retribuciones básicas
2023;G;1;19;190/19104;;;Gastos de Personal. Mecanismo de Recuperación y Resiliencia
2023;G;1;19;191;;;Retribuciones complementarias
2023;G;1;19;192;;;Gastos sociales del personal. Mecanismo de Recuperación y Resiliencia
2023;G;1;19;199;;;Cuotas sociales
2023;G;2;;;;;Gastos corrientes en bienes y servicios
2023;G;2;20;;;;Arrendamientos y cánones
2023;G;2;20;200;;;Arrendamientos de terrenos y bienes naturales
2023;G;2;20;201/15106;;;Arrendamientos. Obligaciones de ejercicios anteriores
2023;G;2;20;201/21103;;;Arrendamientos para almacenamiento de productos de intervención
2023;G;2;20;202;;;Arrendamientos de edificios y otras construcciones
2023;G;2;20;203;;;Arrendamientos de maquinaria, instalaciones y utillaje
2023;G;2;20;204;;;Arrendamientos de medios de transporte
2023;G;2;20;205;;;Arrendamientos de mobiliario y enseres
2023;G;2;20;206;;;Arrendamientos de equipos para procesos de información
2023;G;2;20;207/02001;;;Alquileres
2023;G;2;20;207/02002;;;Alquileres
2023;G;2;20;207/02003;;;Alquileres
2023;G;2;20;207/02005;;;Alquileres
2023;G;2;20;207/19001;;;Arrendamientos de edificios PSA
2023;G;2;20;208;;;Arrendamientos de otro inmovilizado material
2023;G;2;20;209;;;Cánones
2023;G;2;21;;;;Reparaciones, mantenimiento y conservación
2023;G;2;21;210;;;Infraestructura y bienes naturales
2023;G;2;21;212;;;Edificios y otras construcciones
2023;G;2;21;213;;;Maquinaria, instalaciones y utillaje
2023;G;2;21;214;;;Elementos de transporte
2023;G;2;21;215;;;Mobiliario y enseres
2023;G;2;21;216;;;Equipos para procesos de la información
2023;G;2;21;217/02002;;;Gastos diversos de reparación y conservación
