EJERCICIO;GRUPO;FUNCION;SUBFUNCION;PROGRAMA;DESCRIPCION CORTA;DESCRIPCION LARGA
2023;4;49;495;495A;;Desarrollo y aplicación de la información geográfica española
2023;4;49;495;495B;;Meteorología
2023;4;49;495;495C;;Metrología
2023;4;49;496;496M;;Regulación del juego
2023;4;49;497;497M;;Salvamento y lucha contra la contaminación en la mar
2023;4;49;498;498M;;Dirección y Servicios Generales de Consumo
2023;4;49;49E;49EC;;C05.I03 Transición digital en el sector del agua. Otras actuaciones de carácter económico.
2023;4;49;49K;49KB;;C11.I02 Proyectos tractores de digitalización de la Administración General del Estado. Otras Actuaciones de Carácter Económico
2023;4;49;49L;49LB;;C12.I02 Programa de impulso de la Competitividad y Sostenibilidad Industrial. Otras Actuaciones de Carácter Económico
2023;4;49;49O;49OF;;C15.I06 Despliegue del 5G: redes, cambio tecnológico e innovación
2023;4;49;49O;49OS;;C15.R02 Hoja de ruta 5G: Gestión y asignación del espectro, reducción de cargas al despliegue, Ley de Ciberseguridad 5G y Apoyo a entidades locales
2023;4;49;49R;49RC;;C18.I03 Aumento de capacidades de respuesta ante crisis sanitarias. Otras Actuaciones de Carácter Económico
2023;9;;;;;Actuaciones de carácter general
2023;9;91;;;;Alta dirección
2023;9;91;911;911M;;Jefatura del Estado
2023;9;91;911;911N;;Actividad legislativa
2023;9;91;911;911O;;Control externo del Sector Público
2023;9;91;911;911P;;Control Constitucional
2023;9;91;911;911Q;;Apoyo a la gestión administrativa de la Jefatura del Estado
2023;9;91;912;912M;;Presidencia del Gobierno
2023;9;91;912;912N;;Alto asesoramiento del Estado
2023;9;91;912;912O;;Relaciones con las Cortes Generales, Secretariado del Gobierno y apoyo a la Alta Dirección
2023;9;91;912;912P;;Asesoramiento del Gobierno en materia social, económica y laboral
2023;9;91;912;912Q;;Asesoramiento para la protección de los intereses nacionales
2023;9;92;;;;Servicios de carácter general
2023;9;92;921;921M;;Dirección y Servicios Generales de Política Territorial
2023;9;92;921;921N;;Dirección y organización de la Administración Pública
2023;9;92;921;921O;;Formación del personal de las Administraciones Públicas
2023;9;92;921;921P;;Administración General del Estado en el Territorio
2023;9;92;921;921Q;;Cobertura informativa
2023;9;92;921;921R;;Publicidad de las normas legales
2023;9;92;921;921S;;Asesoramiento y defensa de los intereses del Estado
2023;9;92;921;921T;;Servicios de transportes de Ministerios
2023;9;92;921;921U;;Publicaciones
2023;9;92;921;921X;;Evaluación de la transparencia de la actividad pública
2023;9;92;921;921Y;;Agenda 2030
2023;9;92;922;922M;;Organización territorial del Estado y desarrollo de sus sistemas de colaboración
2023;9;92;922;922N;;Coordinación y relaciones financieras con los Entes Territoriales
2023;9;92;923;923A;;Gestión del Patrimonio del Estado
2023;9;92;923;923C;;Elaboración y difusión estadística
2023;9;92;923;923M;;Dirección y Servicios Generales de Hacienda y Función Pública
2023;9;92;923;923N;;Formación del personal de Economía y Hacienda
2023;9;92;923;923O;;Gestión de la Deuda y de la Tesorería del Estado
2023;9;92;923;923P;;Relaciones con Instituciones Financieras Multilaterales
2023;9;92;923;923Q;;Dirección y Servicios Generales de Asuntos Económicos y Transformación Digital
2023;9;92;923;923R;;Contratación centralizada
2023;9;92;923;923S;;Aportaciones al Mutualismo Administrativo
2023;9;92;924;924M;;Elecciones y Partidos Políticos
2023;9;92;925;925M;;Memoria democrática
2023;9;92;929;929N;;Fondo de contingencia de ejecución presupuestaria
2023;9;92;92K;92KA;;C11.I01 Modernización de la Administración General del Estado. Servicios de carácter general
2023;9;92;92K;92KC;;C11.I03 Transformación Digital y Modernización de la AGE. Servicios de carácter general
2023;9;92;92S;92SC;;C19.I03 Competencias digitales para el empleo. Servicios de carácter general
2023;9;93;;;;Administración financiera y tributaria
2023;9;93;931;931M;;Previsión y política económica
2023;9;93;931;931N;;Política presupuestaria
2023;9;93;931;931O;;Política tributaria
2023;9;93;931;931P;;Control interno y Contabilidad Pública
2023;9;93;931;931Q;;Control y Supervisión de la Política Fiscal
2023;9;93;932;932A;;Aplicación del sistema tributario estatal
2023;9;93;932;932M;;Gestión del catastro inmobiliario
2023;9;93;932;932N;;Resolución de reclamaciones económico-administrativas
2023;9;93;93K;93KE;;C11.I05 Transformación de la Administración para la Ejecución del PRTR. Administración Financiera y Tributaria
2023;9;94;;;;Transferencias a otras admones. públicas
2023;9;94;941;941M;;Transferencias a Comunidades Autónomas por participación en los ingresos del Estado
2023;9;94;941;941N;;Transferencias a Comunidades Autónomas por los Fondos de Compensación Interterritorial
2023;9;94;941;941O;;Otras transferencias a Comunidades Autónomas
2023;9;94;942;942A;;Cooperación económica local del Estado
2023;9;94;942;942M;;Transferencias a Entidades Locales por participación en los ingresos del Estado
2023;9;94;942;942N;;Otras transferencias a Entidades Locales
2023;9;94;943;943M;;Transferencias al Presupuesto General de la Unión Europea
2023;9;94;943;943N;;Cooperación a través del Fondo Europeo de Desarrollo y del Fondo Europeo de Apoyo a la Paz
2023;9;94;94K;94KC;;C11.I03 Transformación Digital y Modernización de las CCAA y EELL. Transferencias a otras AA.PP.
2023;9;95;;;;Deuda pública
2023;9;95;951;951M;;Amortización y gastos financieros de la deuda pública en euros
2023;9;95;951;951N;;Amortización y gastos financieros de la deuda pública en moneda extranjera
