EJERCICIO;CENTRO GESTOR;DESCRIPCION CORTA;DESCRIPCION LARGA
2007;15101;;Instituto De Estudios Fiscales
2007;15102;;Tribunal De Defensa De La Competencia
2007;15103;;Instituto De Contabilidad Y Auditoría De Cuentas
2007;15104;;Comisionado Para El Mercado De Tabacos
2007;15105;;Instituto Nacional De Estadística
2007;15202;;Parque Móvil Del Estado
2007;15302;;Agencia Estatal De Administración Tributaria
2007;16;;Ministerio Del Interior
2007;16001;;Ministerio, Subsecretaría Y Servicios Generales
2007;16002;;Secretaría De Estado De Seguridad
2007;16003;;Dirección General De La Policía Y De La Guardia Civil: Policía
2007;16004;;Dirección General De La Policía Y De La Guardia Civil: Guardia Civil
2007;16005;;Dirección General De Instituciones Penitenciarias
2007;16101;;Jefatura De Tráfico
2007;16102;;Gerencia De Infraestr. Y Equipam. De La Seguridad Del Estado
2007;16201;;Trabajo Penitenciario Y Formación Para El Empleo
2007;17;;Ministerio De Fomento
2007;17001;;Ministerio, Subsecretaría Y Servicios Generales
2007;17002;;Dirección General De Programación Económica
2007;17003;;Secretaría General Técnica
2007;17018;;Dirección General Del Instituto Geográfico Nacional
2007;17020;;Secretaría De Estado De Infraestructuras Y Planificación
2007;17031;;Secretaría General De Transportes
2007;17032;;Dirección General De Marina Mercante
2007;17034;;Dirección General De Aviación Civil
2007;17038;;Dirección General De Carreteras
2007;17039;;Dirección General De Transportes Por Carretera
2007;17040;;Dirección General De Ferrocarriles
2007;17238;;Centro De Estudios Y Experimentación De Obras Públicas
2007;17239;;Centro Nacional De Información Geográfica
2007;18;;Ministerio De Educación Y Ciencia
2007;18001;;Ministerio, Subsecretaría Y Servicios Generales
2007;18002;;Secretaría General Tecnica
2007;18003;;Secretaría De Estado De Universidades E Investigación
2007;18005;;Secretaría General De Política Científica Y Tecnológica
2007;18006;;Dirección General De Política Tecnológica
2007;18007;;Dirección General De Universidades
2007;18008;;Dirección General De Investigación
2007;18009;;Secretaría General De Educación
2007;18010;;D. G. De Educación, Form. Profesional E Innovación Educativa
2007;18011;;Dirección Gral. De Cooperación Territorial Y Alta Inspección
2007;18101;;Consejo Superior De Deportes
2007;18102;;Programas Educativos Europeos
2007;18137;;Universidad Internacional Menéndez Pelayo
2007;18201;;Instituto De Astrofísica De Canarias
2007;18202;;Consejo Superior De Investigaciones Científicas
2007;18203;;Centro De Investig.energéticas, Medioambientales Y Tecnológ.
2007;18204;;Inst. Nac. De Investigación Y Tecnolog.agraria Y Alimentaria
2007;18205;;Instituto Español De Oceanografía
2007;18206;;Instituto Geológico Y Minero De España
2007;19;;Ministerio De Trabajo Y Asuntos Sociales
2007;19001;;Ministerio Y Subsecretaría
2007;19002;;Secretaría De Estado De La Seguridad Social
2007;19003;;Secretaría General De Empleo
2007;19004;;Sec.de Estado De Servicios Sociales, Familias Y Discapacidad
2007;19007;;Secretaría De Estado De Inmigración Y Emigración
2007;19008;;Secretaría General De Políticas De Igualdad
2007;19101;;Servicio Público De Empleo Estatal
2007;19102;;Fondo De Garantía Salarial
2007;19104;;Instituto Nacional De Seguridad E Higiene En El Trabajo
2007;19105;;Instituto De La Mujer
2007;19106;;Consejo De La Juventud De España
2007;19107;;Real Patronato Sobre Discapacidad
2007;19201;;Instituto De La Juventud
2007;19301;;Consejo Económico Y Social
2007;20;;Ministerio De Industria, Turismo Y Comercio
2007;20001;;Ministerio, Subsecretaría Y Servicios Generales
2007;20002;;Secretaría General Técnica
2007;20003;;Secretaría De Estado De Turismo Y Comercio
2007;20004;;Secretaría General De Turismo
2007;20005;;Secretaría General De Comercio Exterior
2007;20006;;Dirección General De Comercio E Inversiones
2007;20007;;Dirección General De Política Comercial
2007;20012;;Secr. De Est. De Telecomun. Y Para La Soc. De La Información
2007;20013;;Dir. Gral. De Telecomunicac. Y Tecnologías De La Información
2007;20014;;Dir. Gral. Para El Desarrollo De La Sociedad De La Informac.
2007;20015;;Secretaría General De Industria
2007;20016;;Dirección General De Desarrollo Industrial
2007;20017;;Dirección Gener. De Política De La Pequeña Y Mediana Empresa
2007;20018;;Secretaría General De Energía
2007;20019;;Dirección General De Política Energética Y Minas
2007;20101;;Inst. Para La Reestruct. De La Minería Del Carbón Y D.a.c.m.
2007;20102;;Oficina Española De Patentes Y Marcas
2007;20207;;Centro Español De Metrología
2007;20208;;Instituto De Turismo De España
2007;20301;;Instituto Español De Comercio Exterior
2007;20302;;Consejo De Seguridad Nuclear
2007;21;;Ministerio De Agricultura, Pesca Y Alimentación
2007;21001;;Ministerio, Subsecretaría Y Servicios Generales
2007;21009;;Secretaría General De Pesca Marítima
2007;21021;;Secretaría General De Agricultura Y Alimentación
2007;21112;;Agencia Para El Aceite De Oliva
2007;21207;;Entidad Estatal De Seguros Agrarios
2007;21208;;Fondo Reg. Y Org. Del Mercado De Prod. De Pesca Y Cult. Mar.
2007;21211;;Fondo Español De Garantía Agraria
2007;22;;Ministerio De Administraciones Públicas
2007;22001;;Ministerio, Subsecretaría Y Servicios Generales
2007;22002;;Secretaría General Para La Administración Pública
2007;22003;;Secretaría De Estado De Cooperación Territorial
2007;22101;;Instituto Nacional De Administración Pública
2007;22102;;Mutualidad General De Funcionarios Civiles Del Estado
2007;22401;;Agencia Estatal De Evaluación De Las Políticas Públicas Y La Calidad De Los Servicios
2007;23;;Ministerio De Medio Ambiente
2007;23001;;Ministerio, Subsecretaría Y Servicios Generales
2007;23002;;Secretaría General Técnica
2007;23003;;Dirección General Del Instituto Nacional De Meteorología
2007;23004;;Secretaría General Para El Territorio Y La Biodiversidad
2007;23005;;Dirección General Del Agua
2007;23006;;Dirección General De Costas
2007;23007;;Sec.gral.para La Preven.de La Contamin.y El Cambio Climático
2007;23008;;Dirección General De Calidad Y Evaluación Ambiental
2007;23009;;Dirección General Para La Biodiversidad
2007;23101;;Parques Nacionales
2007;23225;;Confederación Hidrográfica Del Duero
2007;23226;;Confederación Hidrográfica Del Ebro
2007;23228;;Confederación Hidrográfica Del Guadalquivir
2007;23229;;Confederación Hidrográfica Del Guadiana
2007;23230;;Confederación Hidrográfica Del Júcar
2007;23232;;Confederación Hidrográfica Del Segura
2007;23233;;Confederación Hidrográfica Del Norte
2007;23234;;Confederación Hidrográfica Del Tajo
2007;23236;;Mancomunidad De Los Canales Del Taibilla
2007;23237;;Parque De Maquinaria
2007;24;;Ministerio De Cultura
2007;24001;;Ministerio, Subsecretaría Y Servicios Generales
2007;24002;;Secretaría General Técnica
2007;24003;;Dirección General De Bellas Artes Y Bienes Culturales
2007;24004;;Dirección General Del Libro, Archivos Y Bibliotecas
2007;24005;;Dirección General De Cooperación Y Comunicación Cultural
2007;24101;;Instituto De La Cinematografía Y De Las Artes Audiovisuales
2007;24102;;Biblioteca Nacional
2007;24103;;Gerencia De Infraestructuras Y Equipamientos De Cultura
2007;24104;;Museo Nacional Centro De Arte Reina Sofía
2007;24201;;Instituto Nacional De Las Artes Escénicas Y De La Música
2007;24301;;Museo Del Prado
2007;25;;Ministerio De La Presidencia
2007;25001;;Presidente Del Gobierno
2007;25002;;Ministerio Y Servicios Generales
2007;25003;;Portavoz Del Gobierno
2007;25101;;Centro De Estudios Políticos Y Constitucionales
2007;25102;;Centro De Investigaciones Sociológicas
2007;25103;;Consejo De Administración Del Patrimonio Nacional
2007;25201;;Boletín Oficial Del Estado
2007;26;;Ministerio De Sanidad Y Consumo
2007;26001;;Ministerio Y Subsecretaría
2007;26002;;Secretaría General Técnica
2007;26003;;D. G. Recursos Humanos Y Servicios Económico Presupuestarios
2007;26004;;Dirección General De Consumo Y Atención Al Ciudadano
2007;26007;;Dirección General De Salud Pública
2007;26009;;Dirección General De Farmacia Y Productos Sanitarios
2007;26011;;Secretaría General De Sanidad
2007;26012;;D. G. De Cohesión Del Sist. Nacional De Salud Y Alta Inspec.
2007;26013;;Agencia De Calidad Del Sistema Nacional De Salud
2007;26014;;Delegación Del Gobierno Para El Plan Nacional Sobre Drogas
2007;26102;;Instituto Nacional Del Consumo
2007;26103;;Agencia Española De Medicamentos Y Productos Sanitarios
2007;26104;;Agencia Española De Seguridad Alimentaria
2007;26105;;Organización Nacional De Trasplantes
2007;26203;;Instituto De Salud Carlos Iii
2007;27;;Ministerio De Vivienda
2007;27001;;Ministerio, Subsecretaría Y Servicios Generales
2007;27009;;Dirección General De Arquitectura Y Política De Vivienda
2007;27010;;Dirección General De Urbanismo Y Política De Suelo
2007;31;;Gastos De Diversos Ministerios
2007;31002;;D.g. Presupuestos. Gastos De Los Departamentos Ministeriales
2007;31003;;Dirección General Del Patrimonio Del Estado
2007;31004;;Subsecretaría De Hacienda
2007;32;;Entes Territoriales
2007;32001;;D. G. De Coordinación Financiera Con Las Cc.aa. País Vasco
2007;32002;;D. G. De Coordinación Financiera Con Las Cc.aa. Cataluña
2007;32003;;D. G. De Coordinación Financiera Con Las Cc.aa. Galicia
2007;32004;;D. G. De Coordinación Financiera Con Las Cc.aa. Andalucia
2007;32005;;D. G. De Coordinación Financiera Con Las Cc.aa. Asturias
2007;32006;;D. G. De Coordinación Financiera Con Las Cc.aa. Cantabria
2007;32007;;D. G. De Coordinación Financiera Con Las Cc.aa. La Rioja
2007;32008;;D. G. De Coordinación Financiera Con Las Cc.aa. Murcia
2007;32009;;D. G. De Coordinación Financiera Con Las Cc.aa. Valencia
2007;32010;;D. G. De Coordinación Financiera Con Las Cc.aa. Aragón
2007;32011;;D. G. Coordinación Financ. Con Las Cc.aa. Castilla-La Mancha
2007;32012;;D. G. De Coordinación Financiera Con Las Cc.aa. Canarias
2007;32014;;D. G. De Coordinación Financiera Con Las Cc.aa. Extremadura
2007;32015;;D.g. Coordinación Financiera Con Las Cc.aa. Illes Balears
2007;32016;;D. G. De Coordinación Financiera Con Las Cc.aa. Madrid
2007;32017;;D. G. Coordinación Financiera Con Las Cc.aa. Castilla-León
2007;32018;;D. G. De Coordinación Financiera Con Las Cc.aa. Varias
2007;32019;;D. G. De Coordinación Financiera Con Las Cc.aa. Melilla
2007;32020;;D. G. De Coordinación Financiera Con Las Cc.aa. Ceuta
2007;32023;;Dir. Gen. Coordinación Financiera Con Las Entidades Locales
2007;33;;Fondos De Compensación Interterritorial
2007;33003;;D. G. De Coordinación Financiera Con Las Cc. Aa. Galicia
2007;33004;;D. G. De Coordinación Financiera Con Las Cc. Aa. Andalucía
2007;33005;;D. G. De Coordinación Financiera Con Las Cc. Aa. Asturias
2007;33006;;D. G. De Coordinación Financiera Con Las Cc. Aa. Cantabria
2007;33008;;D. G. De Coordinación Financiera Con Las Cc. Aa. Murcia
2007;33009;;D. G. De Coordinación Financiera Con Las Cc. Aa. Valencia
2007;33011;;D. G. De Coordinación Financiera Con Las Cc. Aa. Castilla-La Mancha
2007;33012;;D. G. De Coordinación Financiera Con Las Cc. Aa. Canarias
2007;33014;;D. G. De Coordinación Financiera Con Las Cc. Aa. Extremadura
2007;33017;;D. G. De Coordinación Financiera Con Las Cc. Aa. Castilla-León
2007;33019;;D. G. De Coordinación Financiera Con Las Cc. Aa. Melilla
2007;33020;;D. G. De Coordinación Financiera Con Las Cc. Aa. Ceuta
2007;34;;Relaciones Financieras Con La Unión Europea
2007;34001;;D. G. Presupuestos. Relaciones Financieras Con La U. Europea
2007;35;;Fondo De Contingencia
2007;35001;;Dirección General De Presupuestos. Fondo De Contingencia
2007;60;;Seguridad Social
2007;60001;;Entidades Gestoras
2007;98;;Ingresos Del Estado
2007;98001;;Ingresos Del Estado
